"Plot Title: 21744381"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21744381, SEN S/N: 21744381, LBL: F)","Coupler Attached (LGR S/N: 21744381)","Host Connected (LGR S/N: 21744381)","Stopped (LGR S/N: 21744381)","End Of File (LGR S/N: 21744381)"
263,06/12/23 08:30:00 AM,31.370,,,,
264,06/12/23 08:45:00 AM,30.760,,,,
265,06/12/23 09:00:00 AM,30.862,,,,
266,06/12/23 09:15:00 AM,31.064,,,,
267,06/12/23 09:30:00 AM,31.472,,,,
268,06/12/23 09:45:00 AM,31.880,,,,
269,06/12/23 10:00:00 AM,32.291,,,,
270,06/12/23 10:15:00 AM,32.497,,,,
271,06/12/23 10:30:00 AM,32.394,,,,
272,06/12/23 10:45:00 AM,29.152,,,,
273,06/12/23 11:00:00 AM,31.166,,,,
274,06/12/23 11:15:00 AM,30.659,,,,
275,06/12/23 11:30:00 AM,31.574,,,,
276,06/12/23 11:45:00 AM,31.166,,,,
277,06/12/23 12:00:00 PM,30.457,,,,
278,06/12/23 12:15:00 PM,31.880,,,,
279,06/12/23 12:30:00 PM,31.472,,,,
280,06/12/23 12:45:00 PM,31.064,,,,
281,06/12/23 01:00:00 PM,30.558,,,,
282,06/12/23 01:15:00 PM,31.064,,,,
283,06/12/23 01:30:00 PM,32.188,,,,
284,06/12/23 01:45:00 PM,32.188,,,,
285,06/12/23 02:00:00 PM,31.880,,,,
286,06/12/23 02:15:00 PM,32.086,,,,
287,06/12/23 02:30:00 PM,31.370,,,,
288,06/12/23 02:45:00 PM,30.963,,,,
289,06/12/23 03:00:00 PM,32.188,,,,
290,06/12/23 03:15:00 PM,32.086,,,,
291,06/12/23 03:30:00 PM,31.778,,,,
292,06/12/23 03:45:00 PM,31.574,,,,
293,06/12/23 04:00:00 PM,31.370,,,,
294,06/12/23 04:15:00 PM,30.963,,,,
295,06/12/23 04:30:00 PM,30.659,,,,
296,06/12/23 04:45:00 PM,31.064,,,,
297,06/12/23 05:00:00 PM,32.188,,,,
298,06/12/23 05:15:00 PM,32.086,,,,
299,06/12/23 05:30:00 PM,31.983,,,,
300,06/12/23 05:45:00 PM,31.880,,,,
301,06/12/23 06:00:00 PM,31.778,,,,
302,06/12/23 06:15:00 PM,31.676,,,,
303,06/12/23 06:30:00 PM,31.472,,,,
304,06/12/23 06:45:00 PM,30.862,,,,
305,06/12/23 07:00:00 PM,31.166,,,,
306,06/12/23 07:15:00 PM,31.983,,,,
307,06/12/23 07:30:00 PM,32.188,,,,
308,06/12/23 07:45:00 PM,31.880,,,,
309,06/12/23 08:00:00 PM,31.676,,,,
310,06/12/23 08:15:00 PM,31.676,,,,
311,06/12/23 08:30:00 PM,31.268,,,,
312,06/12/23 08:45:00 PM,31.166,,,,
313,06/12/23 09:00:00 PM,31.166,,,,
314,06/12/23 09:15:00 PM,30.862,,,,
315,06/12/23 09:30:00 PM,30.862,,,,
316,06/12/23 09:45:00 PM,30.760,,,,
317,06/12/23 10:00:00 PM,30.862,,,,
318,06/12/23 10:15:00 PM,30.760,,,,
319,06/12/23 10:30:00 PM,30.862,,,,
320,06/12/23 10:45:00 PM,30.760,,,,
321,06/12/23 11:00:00 PM,30.760,,,,
322,06/12/23 11:15:00 PM,30.659,,,,
323,06/12/23 11:30:00 PM,30.659,,,,
324,06/12/23 11:45:00 PM,30.963,,,,
325,06/13/23 12:00:00 AM,31.166,,,,
326,06/13/23 12:15:00 AM,31.268,,,,
327,06/13/23 12:30:00 AM,31.472,,,,
328,06/13/23 12:45:00 AM,31.676,,,,
329,06/13/23 01:00:00 AM,31.574,,,,
330,06/13/23 01:15:00 AM,31.268,,,,
331,06/13/23 01:30:00 AM,31.268,,,,
332,06/13/23 01:45:00 AM,31.166,,,,
333,06/13/23 02:00:00 AM,31.166,,,,
334,06/13/23 02:15:00 AM,31.166,,,,
335,06/13/23 02:30:00 AM,31.268,,,,
336,06/13/23 02:45:00 AM,31.064,,,,
337,06/13/23 03:00:00 AM,31.064,,,,
338,06/13/23 03:15:00 AM,31.064,,,,
339,06/13/23 03:30:00 AM,31.064,,,,
340,06/13/23 03:45:00 AM,31.166,,,,
341,06/13/23 04:00:00 AM,31.064,,,,
342,06/13/23 04:15:00 AM,31.064,,,,
343,06/13/23 04:30:00 AM,31.064,,,,
344,06/13/23 04:45:00 AM,31.064,,,,
345,06/13/23 05:00:00 AM,31.064,,,,
346,06/13/23 05:15:00 AM,31.064,,,,
347,06/13/23 05:30:00 AM,31.268,,,,
348,06/13/23 05:45:00 AM,31.166,,,,
349,06/13/23 06:00:00 AM,31.064,,,,
350,06/13/23 06:15:00 AM,31.166,,,,
351,06/13/23 06:30:00 AM,31.268,,,,
352,06/13/23 06:45:00 AM,31.574,,,,
353,06/13/23 07:00:00 AM,31.472,,,,
354,06/13/23 07:15:00 AM,31.676,,,,
355,06/13/23 07:30:00 AM,32.086,,,,
356,06/13/23 07:45:00 AM,32.188,,,,
357,06/13/23 08:00:00 AM,32.188,,,,
358,06/13/23 08:15:00 AM,32.086,,,,
359,06/13/23 08:30:00 AM,31.983,,,,
360,06/13/23 08:45:00 AM,31.880,,,,
361,06/13/23 09:00:00 AM,31.676,,,,
362,06/13/23 09:15:00 AM,31.472,,,,
363,06/13/23 09:30:00 AM,31.472,,,,
364,06/13/23 09:45:00 AM,31.574,,,,
365,06/13/23 10:00:00 AM,31.472,,,,
366,06/13/23 10:15:00 AM,31.268,,,,
367,06/13/23 10:30:00 AM,31.268,,,,
368,06/13/23 10:45:00 AM,31.268,,,,
369,06/13/23 11:00:00 AM,31.166,,,,
370,06/13/23 11:15:00 AM,30.760,,,,
371,06/13/23 11:30:00 AM,30.963,,,,
372,06/13/23 11:45:00 AM,30.760,,,,
373,06/13/23 12:00:00 PM,30.154,,,,
374,06/13/23 12:15:00 PM,30.457,,,,
375,06/13/23 12:30:00 PM,30.963,,,,
376,06/13/23 12:45:00 PM,30.760,,,,
377,06/13/23 01:00:00 PM,30.457,,,,
378,06/13/23 01:15:00 PM,30.558,,,,
379,06/13/23 01:30:00 PM,31.166,,,,
380,06/13/23 01:45:00 PM,31.166,,,,
381,06/13/23 02:00:00 PM,30.457,,,,
382,06/13/23 02:15:00 PM,31.472,,,,
383,06/13/23 02:30:00 PM,31.064,,,,
384,06/13/23 02:45:00 PM,30.457,,,,
385,06/13/23 03:00:00 PM,31.472,,,,
386,06/13/23 03:15:00 PM,31.472,,,,
387,06/13/23 03:30:00 PM,31.166,,,,
388,06/13/23 03:45:00 PM,31.880,,,,
389,06/13/23 04:00:00 PM,31.676,,,,
390,06/13/23 04:15:00 PM,31.370,,,,
391,06/13/23 04:30:00 PM,31.472,,,,
392,06/13/23 04:45:00 PM,31.778,,,,
393,06/13/23 05:00:00 PM,31.574,,,,
394,06/13/23 05:15:00 PM,30.963,,,,
395,06/13/23 05:30:00 PM,30.659,,,,
396,06/13/23 05:45:00 PM,31.166,,,,
397,06/13/23 06:00:00 PM,31.574,,,,
398,06/13/23 06:15:00 PM,31.880,,,,
399,06/13/23 06:30:00 PM,31.676,,,,
400,06/13/23 06:45:00 PM,31.574,,,,
401,06/13/23 07:00:00 PM,31.472,,,,
402,06/13/23 07:15:00 PM,31.370,,,,
403,06/13/23 07:30:00 PM,31.370,,,,
404,06/13/23 07:45:00 PM,31.064,,,,
405,06/13/23 08:00:00 PM,30.659,,,,
406,06/13/23 08:15:00 PM,30.659,,,,
407,06/13/23 08:30:00 PM,30.558,,,,
408,06/13/23 08:45:00 PM,30.862,,,,
409,06/13/23 09:00:00 PM,31.880,,,,
410,06/13/23 09:15:00 PM,31.778,,,,
411,06/13/23 09:30:00 PM,31.676,,,,
412,06/13/23 09:45:00 PM,31.574,,,,
413,06/13/23 10:00:00 PM,31.166,,,,
414,06/13/23 10:15:00 PM,30.659,,,,
415,06/13/23 10:30:00 PM,31.064,,,,
416,06/13/23 10:45:00 PM,31.778,,,,
417,06/13/23 11:00:00 PM,31.778,,,,
418,06/13/23 11:15:00 PM,31.778,,,,
419,06/13/23 11:30:00 PM,31.778,,,,
420,06/13/23 11:45:00 PM,31.676,,,,
421,06/14/23 12:00:00 AM,31.370,,,,
422,06/14/23 12:15:00 AM,30.760,,,,
423,06/14/23 12:30:00 AM,30.558,,,,
424,06/14/23 12:45:00 AM,30.862,,,,
425,06/14/23 01:00:00 AM,30.963,,,,
426,06/14/23 01:15:00 AM,31.268,,,,
427,06/14/23 01:30:00 AM,31.574,,,,
428,06/14/23 01:45:00 AM,31.676,,,,
429,06/14/23 02:00:00 AM,31.778,,,,
430,06/14/23 02:15:00 AM,31.778,,,,
431,06/14/23 02:30:00 AM,31.880,,,,
432,06/14/23 02:45:00 AM,31.778,,,,
433,06/14/23 03:00:00 AM,31.778,,,,
434,06/14/23 03:15:00 AM,31.676,,,,
435,06/14/23 03:30:00 AM,31.574,,,,
436,06/14/23 03:45:00 AM,31.472,,,,
437,06/14/23 04:00:00 AM,31.370,,,,
438,06/14/23 04:15:00 AM,31.268,,,,
439,06/14/23 04:30:00 AM,30.862,,,,
440,06/14/23 04:45:00 AM,30.659,,,,
441,06/14/23 05:00:00 AM,30.558,,,,
442,06/14/23 05:15:00 AM,30.558,,,,
443,06/14/23 05:30:00 AM,30.659,,,,
444,06/14/23 05:45:00 AM,30.963,,,,
445,06/14/23 06:00:00 AM,31.574,,,,
446,06/14/23 06:15:00 AM,31.778,,,,
447,06/14/23 06:30:00 AM,31.880,,,,
448,06/14/23 06:45:00 AM,31.676,,,,
449,06/14/23 07:00:00 AM,31.268,,,,
450,06/14/23 07:15:00 AM,30.659,,,,
451,06/14/23 07:30:00 AM,31.574,,,,
452,06/14/23 07:45:00 AM,31.983,,,,
453,06/14/23 08:00:00 AM,31.880,,,,
454,06/14/23 08:15:00 AM,31.676,,,,
455,06/14/23 08:30:00 AM,31.472,,,,
456,06/14/23 08:45:00 AM,31.166,,,,
457,06/14/23 09:00:00 AM,31.064,,,,
458,06/14/23 09:15:00 AM,31.880,,,,
459,06/14/23 09:30:00 AM,31.983,,,,
460,06/14/23 09:45:00 AM,31.778,,,,
461,06/14/23 10:00:00 AM,31.676,,,,
462,06/14/23 10:15:00 AM,31.268,,,,
463,06/14/23 10:30:00 AM,31.064,,,,
464,06/14/23 10:45:00 AM,30.760,,,,
465,06/14/23 11:00:00 AM,30.760,,,,
466,06/14/23 11:15:00 AM,31.166,,,,
467,06/14/23 11:30:00 AM,32.086,,,,
468,06/14/23 11:45:00 AM,31.676,,,,
469,06/14/23 12:00:00 PM,31.472,,,,
470,06/14/23 12:15:00 PM,31.064,,,,
471,06/14/23 12:30:00 PM,30.659,,,,
472,06/14/23 12:45:00 PM,30.963,,,,
473,06/14/23 01:00:00 PM,31.880,,,,
474,06/14/23 01:15:00 PM,31.983,,,,
475,06/14/23 01:30:00 PM,31.778,,,,
476,06/14/23 01:45:00 PM,30.963,,,,
477,06/14/23 02:00:00 PM,31.268,,,,
478,06/14/23 02:15:00 PM,32.086,,,,
479,06/14/23 02:30:00 PM,31.983,,,,
480,06/14/23 02:45:00 PM,31.778,,,,
481,06/14/23 03:00:00 PM,31.472,,,,
482,06/14/23 03:15:00 PM,31.268,,,,
483,06/14/23 03:30:00 PM,31.064,,,,
484,06/14/23 03:45:00 PM,30.760,,,,
485,06/14/23 04:00:00 PM,30.760,,,,
486,06/14/23 04:15:00 PM,31.370,,,,
487,06/14/23 04:30:00 PM,31.778,,,,
488,06/14/23 04:45:00 PM,31.983,,,,
489,06/14/23 05:00:00 PM,31.983,,,,
490,06/14/23 05:15:00 PM,31.880,,,,
491,06/14/23 05:30:00 PM,31.676,,,,
492,06/14/23 05:45:00 PM,31.472,,,,
493,06/14/23 06:00:00 PM,31.268,,,,
494,06/14/23 06:15:00 PM,31.064,,,,
495,06/14/23 06:30:00 PM,30.862,,,,
496,06/14/23 06:45:00 PM,30.862,,,,
497,06/14/23 07:00:00 PM,30.659,,,,
498,06/14/23 07:15:00 PM,30.659,,,,
499,06/14/23 07:30:00 PM,30.659,,,,
500,06/14/23 07:45:00 PM,30.659,,,,
501,06/14/23 08:00:00 PM,30.760,,,,
502,06/14/23 08:15:00 PM,30.659,,,,
503,06/14/23 08:30:00 PM,30.862,,,,
504,06/14/23 08:45:00 PM,31.166,,,,
505,06/14/23 09:00:00 PM,31.268,,,,
506,06/14/23 09:15:00 PM,31.574,,,,
507,06/14/23 09:30:00 PM,31.880,,,,
508,06/14/23 09:45:00 PM,31.983,,,,
509,06/14/23 10:00:00 PM,31.880,,,,
510,06/14/23 10:15:00 PM,31.880,,,,
511,06/14/23 10:30:00 PM,31.880,,,,
512,06/14/23 10:45:00 PM,31.880,,,,
513,06/14/23 11:00:00 PM,31.778,,,,
514,06/14/23 11:15:00 PM,31.880,,,,
515,06/14/23 11:30:00 PM,31.778,,,,
516,06/14/23 11:45:00 PM,31.880,,,,
517,06/15/23 12:00:00 AM,31.880,,,,
518,06/15/23 12:15:00 AM,31.778,,,,
519,06/15/23 12:30:00 AM,31.676,,,,
520,06/15/23 12:45:00 AM,31.472,,,,
521,06/15/23 01:00:00 AM,31.472,,,,
522,06/15/23 01:15:00 AM,31.370,,,,
523,06/15/23 01:30:00 AM,31.370,,,,
524,06/15/23 01:45:00 AM,31.370,,,,
525,06/15/23 02:00:00 AM,31.472,,,,
526,06/15/23 02:15:00 AM,31.472,,,,
527,06/15/23 02:30:00 AM,31.472,,,,
528,06/15/23 02:45:00 AM,31.574,,,,
529,06/15/23 03:00:00 AM,31.574,,,,
530,06/15/23 03:15:00 AM,31.676,,,,
531,06/15/23 03:30:00 AM,31.676,,,,
532,06/15/23 03:45:00 AM,31.676,,,,
533,06/15/23 04:00:00 AM,31.574,,,,
534,06/15/23 04:15:00 AM,31.370,,,,
535,06/15/23 04:30:00 AM,31.370,,,,
536,06/15/23 04:45:00 AM,31.370,,,,
537,06/15/23 05:00:00 AM,31.472,,,,
538,06/15/23 05:15:00 AM,31.472,,,,
539,06/15/23 05:30:00 AM,31.472,,,,
540,06/15/23 05:45:00 AM,31.472,,,,
541,06/15/23 06:00:00 AM,31.574,,,,
542,06/15/23 06:15:00 AM,31.472,,,,
543,06/15/23 06:30:00 AM,31.472,,,,
544,06/15/23 06:45:00 AM,31.370,,,,
545,06/15/23 07:00:00 AM,31.268,,,,
546,06/15/23 07:15:00 AM,31.166,,,,
547,06/15/23 07:30:00 AM,30.862,,,,
548,06/15/23 07:45:00 AM,30.760,,,,
