,Treatment,Folder,DATE,Photo.names,X,Area,Mean,Min,Max,Lenght,Date
530,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-134.czi,2,0.03,180.715,93.801,226.454,8.15,15/02/2024
531,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-137.czi,5,0.03,168.54,72.298,221.604,8.163,15/02/2024
532,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-133.czi,1,0.03,167.412,103.14,218.871,8.228,15/02/2024
533,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-140.czi,8,0.031,163.445,86.514,215.463,8.583,15/02/2024
534,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-142.czi,10,0.032,163.534,84.05,212.305,8.608,15/02/2024
535,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-143.czi,11,0.032,149.707,60.196,224.855,8.628,15/02/2024
630,E,E1 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E1 15_02_24\Snap-146.czi,1,0.026,174.266,106.794,217.93,7.194,15/02/2024
678,E,E3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 15_02_24\Snap-111.czi,2,0.03,171.455,87.285,214.882,8.18,15/02/2024
679,E,E3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 15_02_24\Snap-110.czi,1,0.031,117.273,59.407,204.144,8.588,15/02/2024
751,F,F2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F2 15_02_24\Snap-103.czi,1,0.026,171.325,90.714,218.441,7.025,15/02/2024
88,A,A3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 exuviae 20_02_24\Snap-86.czi,1,0.025,165.747,90.665,218.094,6.931,20/02/2024
181,B,B1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 20_02_24\Snap-89.czi,1,0.027,160.331,75.08,229.696,7.491,20/02/2024
238,B,B2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 exuviae 20_02_24\Snap-90.czi,1,0.027,191.682,106.618,224.83,7.351,20/02/2024
300,B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-97.czi,3,0.026,169.977,79.797,228.002,7.05,20/02/2024
301,B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-96.czi,2,0.026,176.74,82.694,229.349,7.107,20/02/2024
302,B,B4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 20_02_24\Snap-95.czi,1,0.028,177.169,74.895,224.581,7.734,20/02/2024
343,C,C1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 20_02_24\Snap-87.czi,1,0.027,160.824,82.02,213.695,7.403,20/02/2024
405,C,C3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 exuviae 20_02_24\Snap-91.czi,1,0.028,177.855,104.325,213.357,7.529,20/02/2024
474,C,C4 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 20_02_24\Snap-92.czi,1,0.024,176.566,102.94,227.711,6.591,20/02/2024
494,D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-84.czi,2,0.03,148.643,88.234,204.362,8.246,20/02/2024
495,D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-83.czi,1,0.03,167.845,79.812,216.407,8.249,20/02/2024
496,D,D1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 20_02_24\Snap-85.czi,3,0.03,155.103,82.681,205.8,8.319,20/02/2024
536,D,D2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 20_02_24\Snap-74.czi,1,0.028,170.019,93.257,220.071,7.62,20/02/2024
537,D,D2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 20_02_24\Snap-76.czi,3,0.029,167.921,89.771,216.627,7.967,20/02/2024
538,D,D2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 20_02_24\Snap-77.czi,4,0.032,171.954,71.405,228.544,8.635,20/02/2024
539,D,D2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 20_02_24\Snap-75.czi,2,0.032,149.6,81.199,214.35,8.668,20/02/2024
557,D,D3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 20_02_24\Snap-99.czi,2,0.025,180.079,63.236,229.101,6.693,20/02/2024
558,D,D3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 20_02_24\Snap-101.czi,4,0.031,163.385,63.869,229.898,8.354,20/02/2024
559,D,D3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 20_02_24\Snap-98.czi,1,0.031,182.226,102.892,217.855,8.591,20/02/2024
560,D,D3 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 20_02_24\Snap-100.czi,3,0.034,139.074,64.3,211.868,9.162,20/02/2024
714,F,F1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 20_02_24\Snap-93.czi,1,0.025,165.984,101.684,215.801,6.918,20/02/2024
715,F,F1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 20_02_24\Snap-94.czi,2,0.032,149.596,75.312,227.632,8.815,20/02/2024
752,F,F2 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F2 exuviae 20_02_24\Snap-60.czi,1,0.029,162.223,71.888,219.203,8.019,20/02/2024
21,A,A1 exuviae 23_02_24,23/02/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A1 exuviae 23_02_24\Snap-212.czi,1,0.028,179.07,105.026,222.832,7.47,23/02/2024
50,A,A2 exuviae 23_02_24,23/02/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 exuviae 23_02_24\Snap-211.czi,1,0.028,182.466,87.215,224.652,7.636,23/02/2024
89,A,A3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 exuviae 23_02_24\Snap-213.czi,1,0.027,186.145,85.321,223.999,7.414,23/02/2024
139,A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-224.czi,2,0.025,182.804,95.161,219.439,6.944,23/02/2024
140,A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-226.czi,3,0.026,159.839,83.543,215.578,7.102,23/02/2024
141,A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-223.czi,1,0.026,171.72,75.161,218.631,7.122,23/02/2024
182,B,B1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 23_02_24\Snap-217.czi,2,0.025,176.067,98.313,221.637,6.939,23/02/2024
183,B,B1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 23_02_24\Snap-216.czi,1,0.026,169.209,107.012,230.19,7.07,23/02/2024
269,B,B3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 23_02_24\Snap-209.czi,1,0.027,185.22,101.047,223.618,7.405,23/02/2024
270,B,B3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 23_02_24\Snap-210.czi,2,0.027,164.915,102.814,213.946,7.486,23/02/2024
303,B,B4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 23_02_24\Snap-215.czi,1,0.027,163.598,88.035,224.854,7.499,23/02/2024
344,C,C1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 23_02_24\Snap-199.czi,1,0.026,193.934,128.018,224,7.068,23/02/2024
345,C,C1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 23_02_24\Snap-200.czi,2,0.027,165.751,104.437,215.042,7.437,23/02/2024
406,C,C3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 exuviae 23_02_24\Snap-222.czi,3,0.025,188.699,104.251,221.954,6.892,23/02/2024
407,C,C3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 exuviae 23_02_24\Snap-220.czi,1,0.026,180.574,94.948,225.382,7.223,23/02/2024
408,C,C3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 exuviae 23_02_24\Snap-221.czi,2,0.027,171.666,84.055,225.703,7.339,23/02/2024
475,C,C4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 23_02_24\Snap-168.czi,1,0.025,166.826,95.951,221.311,6.756,23/02/2024
497,D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-182.czi,3,0.026,180.102,87.664,220.538,7.132,23/02/2024
498,D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-183.czi,4,0.026,174.436,70.129,224.802,7.154,23/02/2024
499,D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-184.czi,5,0.028,181.93,78.005,225.371,7.608,23/02/2024
500,D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-181.czi,2,0.029,172.634,94.639,219.603,7.828,23/02/2024
501,D,D1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 23_02_24\Snap-180.czi,1,0.031,173.043,102.849,219.312,8.447,23/02/2024
540,D,D2 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 23_02_24\Snap-172.czi,2,0.028,159.39,100.697,211.113,7.661,23/02/2024
541,D,D2 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 23_02_24\Snap-173.czi,3,0.029,149.63,60.28,211.54,7.987,23/02/2024
542,D,D2 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 23_02_24\Snap-171.czi,1,0.029,147.362,79.35,202.548,8.048,23/02/2024
543,D,D2 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 23_02_24\Snap-174.czi,4,0.03,172.035,107.837,215.844,8.177,23/02/2024
561,D,D3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 23_02_24\Snap-176.czi,2,0.023,143.175,79.437,210.912,6.24,23/02/2024
562,D,D3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 23_02_24\Snap-178.czi,4,0.026,182.191,104.138,224.624,7.113,23/02/2024
563,D,D3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 23_02_24\Snap-175.czi,1,0.03,140.781,78.383,206.471,8.207,23/02/2024
564,D,D3 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 23_02_24\Snap-177.czi,3,0.032,174.524,82.352,215.772,8.645,23/02/2024
591,D,D4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 exuviae 23_02_24\Snap-164.czi,1,0.024,188.208,94.743,224.697,6.561,23/02/2024
142,A,A4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 26_02_24\Snap-203.czi,1,0.027,180.312,98.749,216.567,7.394,26/02/2024
184,B,B1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 26_02_24\Snap-195.czi,1,0.029,162.132,105.693,218.955,7.843,26/02/2024
185,B,B1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 26_02_24\Snap-196.czi,2,0.03,155.801,69.319,221,8.29,26/02/2024
304,B,B4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 exuviae 26_02_24\Snap-197.czi,1,0.025,159.2,87.316,208,6.769,26/02/2024
476,C,C4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 26_02_24\Snap-165.czi,1,0.026,158.163,93.075,218.524,7.199,26/02/2024
502,D,D1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 26_02_24\Snap-170.czi,2,0.025,174.531,102.711,220.187,6.781,26/02/2024
503,D,D1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 26_02_24\Snap-169.czi,1,0.028,180.415,90.98,224.819,7.757,26/02/2024
524,D,D1_EXUVIAE_26_02_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\ORANGE BOX\D1_EXUVIAE_26_02_24\D1_EX",72,0.022,"120,841","52,509","166,117",6.558,26/02/2024
631,E,E1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E1 exuviae 26_02_24\Snap-167.czi,1,0.025,152.964,87.896,217.105,6.925,26/02/2024
186,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-192.czi,7,0.026,165.584,83.076,217.159,7.003,29/02/2024
187,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-191.czi,6,0.026,157.518,86.035,210.273,7.231,29/02/2024
188,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-187.czi,2,0.027,160.971,86.956,220.491,7.448,29/02/2024
189,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-190.czi,5,0.028,173.12,71.523,229.789,7.649,29/02/2024
190,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-188.czi,3,0.029,179.488,83.629,229.351,8.009,29/02/2024
191,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-189.czi,4,0.031,147.345,73.053,212.359,8.335,29/02/2024
192,B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-185.czi,1,0.031,157.805,75.316,225.494,8.432,29/02/2024
338,B,B4_EXUVIAE_29_02_24,,D:\NEW SLIDES BY JULIA (FROM EPPENDORF)\B4_EXUVIAE_29_02_24\B4_EXUVIAE_29_02_24.tif,77,0.02,"120,354","63,064","156,956",6.029,29/02/2024
346,C,C1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 29_02_24\Snap-194.czi,1,0.023,171.08,96.477,218.937,6.243,29/02/2024
544,D,D2 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 29_02_24\Snap-202.czi,2,0.03,171.626,70.448,221.957,8.133,29/02/2024
545,D,D2 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 exuviae 29_02_24\Snap-201.czi,1,0.031,173.474,83.177,223.058,8.522,29/02/2024
565,D,D3 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 29_02_24\Snap-205.czi,2,0.028,178.236,99.439,223.05,7.666,29/02/2024
566,D,D3 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 29_02_24\Snap-204.czi,1,0.029,161.246,53.082,220.632,7.904,29/02/2024
567,D,D3 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 exuviae 29_02_24\Snap-206.czi,3,0.029,157.952,74.243,217.317,7.904,29/02/2024
716,F,F1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 exuviae 29_02_24\Snap-198.czi,1,0.025,162.003,87.419,215,6.928,29/02/2024
48,A,A2 04_03_24,04/03/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 04_03_24\Snap-244.czi,1,0.025,186.132,93.611,225.784,6.741,04/03/2024
84,A,A3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 04_03_24\Snap-109.czi,1,0.029,160.52,69.147,226.215,7.907,04/03/2024
85,A,A3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 04_03_24\Snap-245.czi,2,0.03,173.562,106.465,223.621,8.228,04/03/2024
132,A,A4 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 04_03_24\Snap-239.czi,1,0.028,169.71,77.807,216.707,7.683,04/03/2024
263,B,B3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 04_03_24\Snap-247.czi,1,0.035,150.884,79.672,224.207,9.688,04/03/2024
289,B,B4 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 04_03_24\Snap-246.czi,1,0.026,102.134,52.043,199.452,7.182,04/03/2024
554,D,D3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 04_03_24\Snap-255.czi,3,0.027,173.715,102.677,224.863,7.273,04/03/2024
555,D,D3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 04_03_24\Snap-254.czi,2,0.029,175.403,103.967,218.389,7.823,04/03/2024
556,D,D3 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 04_03_24\Snap-253.czi,1,0.031,164.999,94.204,223.222,8.361,04/03/2024
654,E,E2 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 04_03_24\Snap-252.czi,2,0.026,185.855,100.636,223.313,7.029,04/03/2024
655,E,E2 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 04_03_24\Snap-250.czi,1,0.028,144.212,42.221,196.277,7.703,04/03/2024
9,A,A1 13_03_24,13/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 13_03_24\Snap-249.czi,1,0.025,"171,243","95,701","218,526",6.983,13/03/2024
49,A,A2 13_03_24,13/03/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 13_03_24\Snap-248.czi,1,0.023,187.303,108.006,229.62,6.155,13/03/2024
342,C,C1 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 13_03_24\Snap-236.czi,1,0.02,103.562,60.64,196.941,5.492,13/03/2024
368,C,C2 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 13_03_24\Snap-243.czi,1,0.022,102.349,53.392,188.112,5.954,13/03/2024
403,C,C3 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 13_03_24\Snap-242.czi,1,0.022,104.24,63.332,197.507,5.895,13/03/2024
470,C,C4 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 13_03_24\Snap-264.czi,1,0.023,107.51,53.192,192,6.144,13/03/2024
471,C,C4 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 13_03_24\Snap-265.czi,2,0.023,106.438,60.156,191.089,6.317,13/03/2024
10,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-132.czi,3,0.023,"168,032","93,499","214,818",6.378,21/03/2024
11,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-130.czi,1,0.024,"181,811","93,638","228,387",6.449,21/03/2024
12,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-127.czi,9,0.024,"179,238","110,965","216,404",6.579,21/03/2024
13,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-129.czi,11,0.026,"173,351","82,991","227,492",7.183,21/03/2024
14,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-131.czi,2,0.026,"167,809","67,782","225,176",7.2,21/03/2024
15,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-123.czi,5,0.026,"177,507","98,935","228,228",7.231,21/03/2024
16,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-128.czi,10,0.027,"173,214","101,315","223,871",7.494,21/03/2024
17,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-122.czi,4,0.028,"170,663","109,835","214,948",7.633,21/03/2024
18,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-125.czi,7,0.028,"159,624","100,015","217,596",7.755,21/03/2024
19,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-124.czi,6,0.028,"163,130","84,187","224,712",7.762,21/03/2024
20,A,A1 adults 21_03_24 final,21/03/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 adults 21_03_24 final\Snap-126.czi,8,0.029,"179,684","100,001","224,605",7.98,21/03/2024
176,B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-113.czi,2,0.026,112.338,57.123,214.315,7.196,23/03/2024
177,B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-115.czi,4,0.027,109.667,54.821,211.426,7.281,23/03/2024
178,B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-112.czi,1,0.027,116.451,51.573,221.976,7.332,23/03/2024
179,B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-114.czi,3,0.028,117.381,56.569,211.84,7.542,23/03/2024
180,B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-106.czi,5,0.029,158.191,67.347,221.065,8.009,23/03/2024
488,D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-120.czi,4,0.027,166.345,100.708,231.264,7.319,23/03/2024
489,D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-117.czi,2,0.029,167.21,75.739,220.115,7.869,23/03/2024
490,D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-119.czi,3,0.03,148.756,75.163,207.541,8.277,23/03/2024
491,D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-121.czi,5,0.031,161.167,100.981,211.336,8.336,23/03/2024
492,D,D1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 adults 23_03_24\Snap-116.czi,1,0.032,168.57,67.784,224.463,8.681,23/03/2024
347,C,C1_02_06,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_",8,0.025,"124,138","78,109","163,269",7.485,NA
