"Plot Title: 21744378"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21744378, SEN S/N: 21744378, LBL: chamber_right side)","End Of File (LGR S/N: 21744378)"
74,05/17/23 06:55:00 AM,21.282,
75,05/17/23 07:10:00 AM,21.187,
76,05/17/23 07:25:00 AM,21.282,
77,05/17/23 07:40:00 AM,21.282,
78,05/17/23 07:55:00 AM,21.187,
79,05/17/23 08:10:00 AM,21.282,
80,05/17/23 08:25:00 AM,22.333,
81,05/17/23 08:40:00 AM,22.429,
82,05/17/23 08:55:00 AM,22.238,
83,05/17/23 09:10:00 AM,22.238,
84,05/17/23 09:25:00 AM,22.333,
85,05/17/23 09:40:00 AM,22.429,
86,05/17/23 09:55:00 AM,22.238,
87,05/17/23 10:10:00 AM,22.238,
88,05/17/23 10:25:00 AM,22.333,
89,05/17/23 10:40:00 AM,22.238,
90,05/17/23 10:55:00 AM,22.333,
91,05/17/23 11:10:00 AM,22.333,
92,05/17/23 11:25:00 AM,22.333,
93,05/17/23 11:40:00 AM,22.333,
94,05/17/23 11:55:00 AM,22.333,
95,05/17/23 12:10:00 PM,22.238,
96,05/17/23 12:25:00 PM,22.333,
97,05/17/23 12:40:00 PM,22.333,
98,05/17/23 12:55:00 PM,22.333,
99,05/17/23 01:10:00 PM,22.333,
100,05/17/23 01:25:00 PM,22.525,
101,05/17/23 01:40:00 PM,22.525,
102,05/17/23 01:55:00 PM,22.429,
103,05/17/23 02:10:00 PM,22.333,
104,05/17/23 02:25:00 PM,22.429,
105,05/17/23 02:40:00 PM,22.429,
106,05/17/23 02:55:00 PM,22.429,
107,05/17/23 03:10:00 PM,22.717,
108,05/17/23 03:25:00 PM,22.333,
109,05/17/23 03:40:00 PM,22.238,
110,05/17/23 03:55:00 PM,22.429,
111,05/17/23 04:10:00 PM,22.333,
112,05/17/23 04:25:00 PM,22.238,
113,05/17/23 04:40:00 PM,22.333,
114,05/17/23 04:55:00 PM,22.429,
115,05/17/23 05:10:00 PM,22.333,
116,05/17/23 05:25:00 PM,22.333,
117,05/17/23 05:40:00 PM,22.333,
118,05/17/23 05:55:00 PM,22.333,
119,05/17/23 06:10:00 PM,22.333,
120,05/17/23 06:25:00 PM,22.333,
121,05/17/23 06:40:00 PM,22.238,
122,05/17/23 06:55:00 PM,22.238,
123,05/17/23 07:10:00 PM,22.333,
124,05/17/23 07:25:00 PM,22.333,
125,05/17/23 07:40:00 PM,22.333,
126,05/17/23 07:55:00 PM,22.333,
127,05/17/23 08:10:00 PM,22.238,
128,05/17/23 08:25:00 PM,22.333,
129,05/17/23 08:40:00 PM,22.333,
130,05/17/23 08:55:00 PM,22.238,
131,05/17/23 09:10:00 PM,22.333,
132,05/17/23 09:25:00 PM,22.238,
133,05/17/23 09:40:00 PM,22.333,
134,05/17/23 09:55:00 PM,22.333,
135,05/17/23 10:10:00 PM,22.333,
136,05/17/23 10:25:00 PM,22.333,
137,05/17/23 10:40:00 PM,22.333,
138,05/17/23 10:55:00 PM,22.333,
139,05/17/23 11:10:00 PM,22.333,
140,05/17/23 11:25:00 PM,22.333,
141,05/17/23 11:40:00 PM,22.333,
142,05/17/23 11:55:00 PM,22.333,
143,05/18/23 12:10:00 AM,22.333,
144,05/18/23 12:25:00 AM,21.187,
145,05/18/23 12:40:00 AM,21.187,
146,05/18/23 12:55:00 AM,21.282,
147,05/18/23 01:10:00 AM,21.282,
148,05/18/23 01:25:00 AM,21.282,
149,05/18/23 01:40:00 AM,21.282,
150,05/18/23 01:55:00 AM,21.282,
151,05/18/23 02:10:00 AM,21.282,
152,05/18/23 02:25:00 AM,21.282,
153,05/18/23 02:40:00 AM,21.282,
154,05/18/23 02:55:00 AM,21.282,
155,05/18/23 03:10:00 AM,21.282,
156,05/18/23 03:25:00 AM,21.187,
157,05/18/23 03:40:00 AM,21.282,
158,05/18/23 03:55:00 AM,21.282,
159,05/18/23 04:10:00 AM,21.282,
160,05/18/23 04:25:00 AM,21.282,
161,05/18/23 04:40:00 AM,21.282,
162,05/18/23 04:55:00 AM,21.282,
163,05/18/23 05:10:00 AM,21.282,
164,05/18/23 05:25:00 AM,21.282,
165,05/18/23 05:40:00 AM,21.282,
166,05/18/23 05:55:00 AM,21.282,
167,05/18/23 06:10:00 AM,21.282,
168,05/18/23 06:25:00 AM,21.282,
169,05/18/23 06:40:00 AM,21.282,
170,05/18/23 06:55:00 AM,21.282,
171,05/18/23 07:10:00 AM,21.282,
172,05/18/23 07:25:00 AM,21.282,
173,05/18/23 07:40:00 AM,21.282,
174,05/18/23 07:55:00 AM,21.282,
175,05/18/23 08:10:00 AM,21.187,
176,05/18/23 08:25:00 AM,22.429,
177,05/18/23 08:40:00 AM,22.525,
178,05/18/23 08:55:00 AM,22.238,
179,05/18/23 09:10:00 AM,22.238,
180,05/18/23 09:25:00 AM,22.333,
181,05/18/23 09:40:00 AM,22.333,
182,05/18/23 09:55:00 AM,22.333,
183,05/18/23 10:10:00 AM,22.333,
184,05/18/23 10:25:00 AM,22.333,
185,05/18/23 10:40:00 AM,22.333,
186,05/18/23 10:55:00 AM,22.333,
187,05/18/23 11:10:00 AM,22.333,
188,05/18/23 11:25:00 AM,22.238,
189,05/18/23 11:40:00 AM,22.333,
190,05/18/23 11:55:00 AM,22.333,
191,05/18/23 12:10:00 PM,22.429,
192,05/18/23 12:25:00 PM,22.333,
193,05/18/23 12:40:00 PM,22.238,
194,05/18/23 12:55:00 PM,22.429,
195,05/18/23 01:10:00 PM,22.429,
196,05/18/23 01:25:00 PM,22.429,
197,05/18/23 01:40:00 PM,22.333,
198,05/18/23 01:55:00 PM,22.333,
199,05/18/23 02:10:00 PM,22.333,
200,05/18/23 02:25:00 PM,22.429,
201,05/18/23 02:40:00 PM,22.333,
202,05/18/23 02:55:00 PM,22.429,
203,05/18/23 03:10:00 PM,22.525,
204,05/18/23 03:25:00 PM,22.525,
205,05/18/23 03:40:00 PM,22.238,
206,05/18/23 03:55:00 PM,22.142,
207,05/18/23 04:10:00 PM,22.238,
208,05/18/23 04:25:00 PM,22.333,
209,05/18/23 04:40:00 PM,22.142,
210,05/18/23 04:55:00 PM,21.855,
211,05/18/23 05:10:00 PM,22.142,
212,05/18/23 05:25:00 PM,22.333,
213,05/18/23 05:40:00 PM,22.429,
214,05/18/23 05:55:00 PM,22.333,
215,05/18/23 06:10:00 PM,21.951,
216,05/18/23 06:25:00 PM,21.951,
217,05/18/23 06:40:00 PM,22.142,
218,05/18/23 06:55:00 PM,22.238,
219,05/18/23 07:10:00 PM,22.142,
220,05/18/23 07:25:00 PM,22.142,
221,05/18/23 07:40:00 PM,22.142,
222,05/18/23 07:55:00 PM,22.142,
223,05/18/23 08:10:00 PM,22.142,
224,05/18/23 08:25:00 PM,22.142,
225,05/18/23 08:40:00 PM,22.142,
226,05/18/23 08:55:00 PM,22.142,
227,05/18/23 09:10:00 PM,22.142,
228,05/18/23 09:25:00 PM,22.142,
229,05/18/23 09:40:00 PM,22.142,
230,05/18/23 09:55:00 PM,22.142,
231,05/18/23 10:10:00 PM,22.238,
232,05/18/23 10:25:00 PM,22.142,
233,05/18/23 10:40:00 PM,22.142,
234,05/18/23 10:55:00 PM,22.142,
235,05/18/23 11:10:00 PM,22.142,
236,05/18/23 11:25:00 PM,22.142,
237,05/18/23 11:40:00 PM,22.238,
238,05/18/23 11:55:00 PM,22.238,
239,05/19/23 12:10:00 AM,22.046,
240,05/19/23 12:25:00 AM,20.996,
241,05/19/23 12:40:00 AM,20.996,
242,05/19/23 12:55:00 AM,21.187,
243,05/19/23 01:10:00 AM,21.187,
244,05/19/23 01:25:00 AM,21.091,
245,05/19/23 01:40:00 AM,21.091,
246,05/19/23 01:55:00 AM,21.091,
247,05/19/23 02:10:00 AM,21.091,
248,05/19/23 02:25:00 AM,21.091,
249,05/19/23 02:40:00 AM,21.091,
250,05/19/23 02:55:00 AM,21.187,
251,05/19/23 03:10:00 AM,21.091,
252,05/19/23 03:25:00 AM,21.091,
253,05/19/23 03:40:00 AM,21.091,
254,05/19/23 03:55:00 AM,21.091,
255,05/19/23 04:10:00 AM,21.091,
256,05/19/23 04:25:00 AM,21.091,
257,05/19/23 04:40:00 AM,21.091,
258,05/19/23 04:55:00 AM,21.091,
259,05/19/23 05:10:00 AM,21.091,
260,05/19/23 05:25:00 AM,21.091,
261,05/19/23 05:40:00 AM,21.091,
262,05/19/23 05:55:00 AM,21.091,
263,05/19/23 06:10:00 AM,21.091,
264,05/19/23 06:25:00 AM,21.091,
265,05/19/23 06:40:00 AM,21.091,
266,05/19/23 06:55:00 AM,21.091,
267,05/19/23 07:10:00 AM,21.091,
268,05/19/23 07:25:00 AM,21.091,
269,05/19/23 07:40:00 AM,21.091,
270,05/19/23 07:55:00 AM,20.996,
271,05/19/23 08:10:00 AM,21.187,
272,05/19/23 08:25:00 AM,22.333,
273,05/19/23 08:40:00 AM,22.238,
274,05/19/23 08:55:00 AM,22.142,
275,05/19/23 09:10:00 AM,22.142,
276,05/19/23 09:25:00 AM,22.238,
277,05/19/23 09:40:00 AM,22.142,
278,05/19/23 09:55:00 AM,22.142,
279,05/19/23 10:10:00 AM,22.046,
280,05/19/23 10:25:00 AM,22.142,
281,05/19/23 10:40:00 AM,22.142,
282,05/19/23 10:55:00 AM,22.046,
283,05/19/23 11:10:00 AM,21.951,
284,05/19/23 11:25:00 AM,22.046,
285,05/19/23 11:40:00 AM,22.046,
286,05/19/23 11:55:00 AM,21.855,
287,05/19/23 12:10:00 PM,21.664,
288,05/19/23 12:25:00 PM,21.760,
289,05/19/23 12:40:00 PM,21.664,
290,05/19/23 12:55:00 PM,21.664,
291,05/19/23 01:10:00 PM,21.951,
292,05/19/23 01:25:00 PM,21.951,
293,05/19/23 01:40:00 PM,21.855,
294,05/19/23 01:55:00 PM,21.760,
295,05/19/23 02:10:00 PM,21.951,
296,05/19/23 02:25:00 PM,21.664,
297,05/19/23 02:40:00 PM,21.664,
298,05/19/23 02:55:00 PM,21.664,
299,05/19/23 03:10:00 PM,21.664,
300,05/19/23 03:25:00 PM,21.760,
301,05/19/23 03:40:00 PM,22.238,
302,05/19/23 03:55:00 PM,21.760,
303,05/19/23 04:10:00 PM,21.760,
304,05/19/23 04:25:00 PM,21.855,
305,05/19/23 04:40:00 PM,21.855,
306,05/19/23 04:55:00 PM,21.855,
307,05/19/23 05:10:00 PM,21.951,
308,05/19/23 05:25:00 PM,21.760,
309,05/19/23 05:40:00 PM,21.664,
310,05/19/23 05:55:00 PM,21.760,
311,05/19/23 06:10:00 PM,21.760,
312,05/19/23 06:25:00 PM,21.760,
313,05/19/23 06:40:00 PM,21.760,
314,05/19/23 06:55:00 PM,21.760,
315,05/19/23 07:10:00 PM,21.760,
316,05/19/23 07:25:00 PM,21.664,
317,05/19/23 07:40:00 PM,21.664,
318,05/19/23 07:55:00 PM,21.760,
319,05/19/23 08:10:00 PM,21.760,
320,05/19/23 08:25:00 PM,21.760,
321,05/19/23 08:40:00 PM,21.760,
322,05/19/23 08:55:00 PM,21.760,
323,05/19/23 09:10:00 PM,21.760,
324,05/19/23 09:25:00 PM,21.664,
325,05/19/23 09:40:00 PM,21.760,
326,05/19/23 09:55:00 PM,21.760,
327,05/19/23 10:10:00 PM,21.760,
328,05/19/23 10:25:00 PM,21.760,
329,05/19/23 10:40:00 PM,21.760,
330,05/19/23 10:55:00 PM,21.760,
331,05/19/23 11:10:00 PM,21.760,
332,05/19/23 11:25:00 PM,21.760,
333,05/19/23 11:40:00 PM,21.760,
334,05/19/23 11:55:00 PM,21.760,
335,05/20/23 12:10:00 AM,21.569,
336,05/20/23 12:25:00 AM,20.901,
337,05/20/23 12:40:00 AM,20.901,
338,05/20/23 12:55:00 AM,20.996,
339,05/20/23 01:10:00 AM,20.996,
340,05/20/23 01:25:00 AM,20.901,
341,05/20/23 01:40:00 AM,20.996,
342,05/20/23 01:55:00 AM,20.901,
343,05/20/23 02:10:00 AM,20.901,
344,05/20/23 02:25:00 AM,20.901,
345,05/20/23 02:40:00 AM,20.901,
346,05/20/23 02:55:00 AM,20.901,
347,05/20/23 03:10:00 AM,20.901,
348,05/20/23 03:25:00 AM,20.901,
349,05/20/23 03:40:00 AM,20.901,
350,05/20/23 03:55:00 AM,20.901,
351,05/20/23 04:10:00 AM,20.901,
352,05/20/23 04:25:00 AM,20.901,
353,05/20/23 04:40:00 AM,20.901,
354,05/20/23 04:55:00 AM,20.901,
355,05/20/23 05:10:00 AM,20.901,
356,05/20/23 05:25:00 AM,20.901,
357,05/20/23 05:40:00 AM,20.901,
358,05/20/23 05:55:00 AM,20.901,
359,05/20/23 06:10:00 AM,20.901,
360,05/20/23 06:25:00 AM,20.901,
361,05/20/23 06:40:00 AM,20.901,
362,05/20/23 06:55:00 AM,20.901,
363,05/20/23 07:10:00 AM,20.901,
364,05/20/23 07:25:00 AM,20.901,
365,05/20/23 07:40:00 AM,20.901,
366,05/20/23 07:55:00 AM,20.901,
367,05/20/23 08:10:00 AM,21.091,
368,05/20/23 08:25:00 AM,21.855,
369,05/20/23 08:40:00 AM,21.760,
370,05/20/23 08:55:00 AM,21.664,
371,05/20/23 09:10:00 AM,21.664,
372,05/20/23 09:25:00 AM,21.664,
373,05/20/23 09:40:00 AM,21.760,
374,05/20/23 09:55:00 AM,21.664,
375,05/20/23 10:10:00 AM,21.664,
376,05/20/23 10:25:00 AM,21.664,
377,05/20/23 10:40:00 AM,21.760,
378,05/20/23 10:55:00 AM,21.664,
379,05/20/23 11:10:00 AM,21.664,
380,05/20/23 11:25:00 AM,21.664,
381,05/20/23 11:40:00 AM,21.760,
382,05/20/23 11:55:00 AM,21.760,
383,05/20/23 12:10:00 PM,21.760,
384,05/20/23 12:25:00 PM,21.760,
385,05/20/23 12:40:00 PM,21.760,
386,05/20/23 12:55:00 PM,21.760,
387,05/20/23 01:10:00 PM,21.760,
388,05/20/23 01:25:00 PM,21.760,
389,05/20/23 01:40:00 PM,21.760,
390,05/20/23 01:55:00 PM,21.664,
391,05/20/23 02:10:00 PM,21.760,
392,05/20/23 02:25:00 PM,21.664,
393,05/20/23 02:40:00 PM,21.760,
394,05/20/23 02:55:00 PM,21.760,
395,05/20/23 03:10:00 PM,21.760,
396,05/20/23 03:25:00 PM,21.760,
397,05/20/23 03:40:00 PM,21.664,
398,05/20/23 03:55:00 PM,21.664,
399,05/20/23 04:10:00 PM,21.760,
400,05/20/23 04:25:00 PM,21.760,
401,05/20/23 04:40:00 PM,21.664,
402,05/20/23 04:55:00 PM,21.760,
403,05/20/23 05:10:00 PM,21.760,
404,05/20/23 05:25:00 PM,21.760,
405,05/20/23 05:40:00 PM,21.760,
406,05/20/23 05:55:00 PM,21.664,
407,05/20/23 06:10:00 PM,21.760,
408,05/20/23 06:25:00 PM,21.664,
409,05/20/23 06:40:00 PM,21.664,
410,05/20/23 06:55:00 PM,21.664,
411,05/20/23 07:10:00 PM,21.760,
412,05/20/23 07:25:00 PM,21.760,
413,05/20/23 07:40:00 PM,21.664,
414,05/20/23 07:55:00 PM,21.664,
415,05/20/23 08:10:00 PM,21.664,
416,05/20/23 08:25:00 PM,21.664,
417,05/20/23 08:40:00 PM,21.664,
418,05/20/23 08:55:00 PM,21.664,
419,05/20/23 09:10:00 PM,21.664,
420,05/20/23 09:25:00 PM,21.760,
421,05/20/23 09:40:00 PM,21.760,
422,05/20/23 09:55:00 PM,21.760,
423,05/20/23 10:10:00 PM,21.664,
424,05/20/23 10:25:00 PM,21.760,
425,05/20/23 10:40:00 PM,21.760,
426,05/20/23 10:55:00 PM,21.760,
427,05/20/23 11:10:00 PM,21.760,
428,05/20/23 11:25:00 PM,21.760,
429,05/20/23 11:40:00 PM,21.664,
430,05/20/23 11:55:00 PM,21.760,
431,05/21/23 12:10:00 AM,21.473,
432,05/21/23 12:25:00 AM,20.805,
433,05/21/23 12:40:00 AM,20.901,
434,05/21/23 12:55:00 AM,20.901,
435,05/21/23 01:10:00 AM,20.901,
436,05/21/23 01:25:00 AM,20.901,
437,05/21/23 01:40:00 AM,20.901,
438,05/21/23 01:55:00 AM,20.901,
439,05/21/23 02:10:00 AM,20.901,
440,05/21/23 02:25:00 AM,20.901,
441,05/21/23 02:40:00 AM,20.805,
442,05/21/23 02:55:00 AM,20.901,
443,05/21/23 03:10:00 AM,20.901,
444,05/21/23 03:25:00 AM,20.901,
445,05/21/23 03:40:00 AM,20.901,
446,05/21/23 03:55:00 AM,20.901,
447,05/21/23 04:10:00 AM,20.901,
448,05/21/23 04:25:00 AM,20.901,
449,05/21/23 04:40:00 AM,20.901,
450,05/21/23 04:55:00 AM,20.901,
451,05/21/23 05:10:00 AM,20.901,
452,05/21/23 05:25:00 AM,20.901,
453,05/21/23 05:40:00 AM,20.901,
454,05/21/23 05:55:00 AM,20.901,
455,05/21/23 06:10:00 AM,20.901,
456,05/21/23 06:25:00 AM,20.901,
457,05/21/23 06:40:00 AM,20.901,
458,05/21/23 06:55:00 AM,20.805,
459,05/21/23 07:10:00 AM,20.901,
460,05/21/23 07:25:00 AM,20.901,
461,05/21/23 07:40:00 AM,20.901,
462,05/21/23 07:55:00 AM,20.901,
463,05/21/23 08:10:00 AM,21.282,
464,05/21/23 08:25:00 AM,21.855,
465,05/21/23 08:40:00 AM,21.760,
466,05/21/23 08:55:00 AM,21.664,
467,05/21/23 09:10:00 AM,21.664,
468,05/21/23 09:25:00 AM,21.760,
469,05/21/23 09:40:00 AM,21.760,
470,05/21/23 09:55:00 AM,21.760,
471,05/21/23 10:10:00 AM,21.760,
472,05/21/23 10:25:00 AM,21.664,
473,05/21/23 10:40:00 AM,21.664,
474,05/21/23 10:55:00 AM,21.760,
475,05/21/23 11:10:00 AM,21.760,
476,05/21/23 11:25:00 AM,21.760,
477,05/21/23 11:40:00 AM,21.664,
478,05/21/23 11:55:00 AM,21.664,
479,05/21/23 12:10:00 PM,21.760,
480,05/21/23 12:25:00 PM,21.760,
481,05/21/23 12:40:00 PM,21.760,
482,05/21/23 12:55:00 PM,21.760,
483,05/21/23 01:10:00 PM,21.760,
484,05/21/23 01:25:00 PM,21.664,
485,05/21/23 01:40:00 PM,21.569,
486,05/21/23 01:55:00 PM,21.664,
487,05/21/23 02:10:00 PM,21.664,
488,05/21/23 02:25:00 PM,21.664,
489,05/21/23 02:40:00 PM,21.760,
490,05/21/23 02:55:00 PM,21.664,
491,05/21/23 03:10:00 PM,21.664,
492,05/21/23 03:25:00 PM,21.664,
493,05/21/23 03:40:00 PM,21.664,
494,05/21/23 03:55:00 PM,21.664,
495,05/21/23 04:10:00 PM,21.664,
496,05/21/23 04:25:00 PM,21.664,
497,05/21/23 04:40:00 PM,21.569,
498,05/21/23 04:55:00 PM,21.569,
499,05/21/23 05:10:00 PM,21.569,
500,05/21/23 05:25:00 PM,21.569,
501,05/21/23 05:40:00 PM,21.569,
502,05/21/23 05:55:00 PM,21.569,
503,05/21/23 06:10:00 PM,21.569,
504,05/21/23 06:25:00 PM,21.569,
505,05/21/23 06:40:00 PM,21.569,
506,05/21/23 06:55:00 PM,21.473,
507,05/21/23 07:10:00 PM,21.569,
508,05/21/23 07:25:00 PM,21.569,
509,05/21/23 07:40:00 PM,21.569,
510,05/21/23 07:55:00 PM,21.569,
511,05/21/23 08:10:00 PM,21.569,
512,05/21/23 08:25:00 PM,21.569,
513,05/21/23 08:40:00 PM,21.569,
514,05/21/23 08:55:00 PM,21.473,
515,05/21/23 09:10:00 PM,21.569,
516,05/21/23 09:25:00 PM,21.569,
517,05/21/23 09:40:00 PM,21.569,
518,05/21/23 09:55:00 PM,21.569,
519,05/21/23 10:10:00 PM,21.569,
520,05/21/23 10:25:00 PM,21.569,
521,05/21/23 10:40:00 PM,21.569,
522,05/21/23 10:55:00 PM,21.569,
523,05/21/23 11:10:00 PM,21.569,
524,05/21/23 11:25:00 PM,21.569,
525,05/21/23 11:40:00 PM,21.569,
526,05/21/23 11:55:00 PM,21.569,
527,05/22/23 12:10:00 AM,21.091,
528,05/22/23 12:25:00 AM,20.615,
529,05/22/23 12:40:00 AM,20.710,
530,05/22/23 12:55:00 AM,20.805,
531,05/22/23 01:10:00 AM,20.710,
532,05/22/23 01:25:00 AM,20.710,
533,05/22/23 01:40:00 AM,20.710,
534,05/22/23 01:55:00 AM,20.710,
535,05/22/23 02:10:00 AM,20.710,
536,05/22/23 02:25:00 AM,20.710,
537,05/22/23 02:40:00 AM,20.710,
538,05/22/23 02:55:00 AM,20.710,
539,05/22/23 03:10:00 AM,20.615,
540,05/22/23 03:25:00 AM,20.710,
541,05/22/23 03:40:00 AM,20.710,
542,05/22/23 03:55:00 AM,20.710,
543,05/22/23 04:10:00 AM,20.710,
544,05/22/23 04:25:00 AM,20.710,
545,05/22/23 04:40:00 AM,20.615,
546,05/22/23 04:55:00 AM,20.710,
547,05/22/23 05:10:00 AM,20.710,
548,05/22/23 05:25:00 AM,20.710,
549,05/22/23 05:40:00 AM,20.615,
550,05/22/23 05:55:00 AM,20.615,
551,05/22/23 06:10:00 AM,20.710,
552,05/22/23 06:25:00 AM,20.710,
553,05/22/23 06:40:00 AM,20.710,
554,05/22/23 06:55:00 AM,20.710,
555,05/22/23 07:10:00 AM,20.710,
556,05/22/23 07:25:00 AM,20.615,
557,05/22/23 07:40:00 AM,20.710,
558,05/22/23 07:55:00 AM,20.710,
559,05/22/23 08:10:00 AM,21.091,
560,05/22/23 08:25:00 AM,21.664,
561,05/22/23 08:40:00 AM,21.473,
562,05/22/23 08:55:00 AM,21.473,
563,05/22/23 09:10:00 AM,21.473,
564,05/22/23 09:25:00 AM,21.473,
565,05/22/23 09:40:00 AM,21.473,
566,05/22/23 09:55:00 AM,21.473,
567,05/22/23 10:10:00 AM,21.473,
568,05/22/23 10:25:00 AM,21.473,
569,05/22/23 10:40:00 AM,21.473,
570,05/22/23 10:55:00 AM,21.569,
571,05/22/23 11:10:00 AM,21.091,
572,05/22/23 11:25:00 AM,21.091,
573,05/22/23 11:40:00 AM,21.378,
574,05/22/23 11:55:00 AM,21.473,
575,05/22/23 12:10:00 PM,21.760,
576,05/22/23 12:25:00 PM,21.664,
577,05/22/23 12:40:00 PM,21.378,
578,05/22/23 12:55:00 PM,21.473,
579,05/22/23 01:10:00 PM,21.569,
580,05/22/23 01:25:00 PM,21.569,
581,05/22/23 01:40:00 PM,21.569,
582,05/22/23 01:55:00 PM,21.664,
583,05/22/23 02:10:00 PM,21.760,
584,05/22/23 02:25:00 PM,21.378,
585,05/22/23 02:40:00 PM,21.187,
586,05/22/23 02:55:00 PM,21.282,
587,05/22/23 03:10:00 PM,21.282,
588,05/22/23 03:25:00 PM,20.901,
589,05/22/23 03:40:00 PM,20.996,
590,05/22/23 03:55:00 PM,20.805,
591,05/22/23 04:10:00 PM,20.710,
592,05/22/23 04:25:00 PM,20.710,
593,05/22/23 04:40:00 PM,20.710,
594,05/22/23 04:55:00 PM,20.710,
595,05/22/23 05:10:00 PM,20.805,
596,05/22/23 05:25:00 PM,20.805,
597,05/22/23 05:40:00 PM,20.805,
598,05/22/23 05:55:00 PM,20.805,
599,05/22/23 06:10:00 PM,20.901,
600,05/22/23 06:25:00 PM,20.424,
601,05/22/23 06:40:00 PM,20.519,
602,05/22/23 06:55:00 PM,20.805,
603,05/22/23 07:10:00 PM,20.805,
604,05/22/23 07:25:00 PM,20.805,
605,05/22/23 07:40:00 PM,20.805,
606,05/22/23 07:55:00 PM,20.805,
607,05/22/23 08:10:00 PM,20.901,
608,05/22/23 08:25:00 PM,20.901,
609,05/22/23 08:40:00 PM,20.901,
610,05/22/23 08:55:00 PM,20.901,
611,05/22/23 09:10:00 PM,20.901,
612,05/22/23 09:25:00 PM,20.901,
613,05/22/23 09:40:00 PM,20.901,
614,05/22/23 09:55:00 PM,20.996,
615,05/22/23 10:10:00 PM,20.996,
616,05/22/23 10:25:00 PM,20.901,
617,05/22/23 10:40:00 PM,20.901,
618,05/22/23 10:55:00 PM,20.901,
619,05/22/23 11:10:00 PM,20.996,
620,05/22/23 11:25:00 PM,20.996,
621,05/22/23 11:40:00 PM,20.996,
622,05/22/23 11:55:00 PM,20.996,
623,05/23/23 12:10:00 AM,20.996,
624,05/23/23 12:25:00 AM,20.901,
625,05/23/23 12:40:00 AM,20.901,
626,05/23/23 12:55:00 AM,20.901,
627,05/23/23 01:10:00 AM,20.901,
628,05/23/23 01:25:00 AM,20.901,
