"Plot Title: 21744382"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21744382, SEN S/N: 21744382, LBL: E>)","End Of File (LGR S/N: 21744382)"
65,05/17/23 04:39:59 AM,29.652,
66,05/17/23 04:54:59 AM,29.853,
67,05/17/23 05:09:59 AM,29.752,
68,05/17/23 05:24:59 AM,29.652,
69,05/17/23 05:39:59 AM,29.953,
70,05/17/23 05:54:59 AM,29.452,
71,05/17/23 06:09:59 AM,29.953,
72,05/17/23 06:24:59 AM,29.452,
73,05/17/23 06:39:59 AM,29.853,
74,05/17/23 06:54:59 AM,29.853,
75,05/17/23 07:09:59 AM,29.552,
76,05/17/23 07:24:59 AM,30.054,
77,05/17/23 07:39:59 AM,29.652,
78,05/17/23 07:54:59 AM,29.752,
79,05/17/23 08:09:59 AM,29.953,
80,05/17/23 08:24:59 AM,29.752,
81,05/17/23 08:39:59 AM,30.356,
82,05/17/23 08:54:59 AM,29.953,
83,05/17/23 09:09:59 AM,30.154,
84,05/17/23 09:24:59 AM,30.356,
85,05/17/23 09:39:59 AM,29.953,
86,05/17/23 09:54:59 AM,29.652,
87,05/17/23 10:09:59 AM,30.054,
88,05/17/23 10:24:59 AM,29.652,
89,05/17/23 10:39:59 AM,29.752,
90,05/17/23 10:54:59 AM,29.853,
91,05/17/23 11:09:59 AM,29.352,
92,05/17/23 11:24:59 AM,29.953,
93,05/17/23 11:39:59 AM,29.352,
94,05/17/23 11:54:59 AM,29.853,
95,05/17/23 12:09:59 PM,29.552,
96,05/17/23 12:24:59 PM,29.352,
97,05/17/23 12:39:59 PM,29.853,
98,05/17/23 12:54:59 PM,29.152,
99,05/17/23 01:09:59 PM,29.752,
100,05/17/23 01:24:59 PM,29.752,
101,05/17/23 01:39:59 PM,29.452,
102,05/17/23 01:54:59 PM,29.953,
103,05/17/23 02:09:59 PM,29.953,
104,05/17/23 02:24:59 PM,29.853,
105,05/17/23 02:39:59 PM,30.054,
106,05/17/23 02:54:59 PM,30.356,
107,05/17/23 03:09:59 PM,29.853,
108,05/17/23 03:24:59 PM,29.953,
109,05/17/23 03:39:59 PM,30.255,
110,05/17/23 03:54:59 PM,29.853,
111,05/17/23 04:09:59 PM,30.154,
112,05/17/23 04:24:59 PM,30.154,
113,05/17/23 04:39:59 PM,29.953,
114,05/17/23 04:54:59 PM,30.356,
115,05/17/23 05:09:59 PM,29.953,
116,05/17/23 05:24:59 PM,30.255,
117,05/17/23 05:39:59 PM,30.255,
118,05/17/23 05:54:59 PM,29.953,
119,05/17/23 06:09:59 PM,30.457,
120,05/17/23 06:24:59 PM,30.054,
121,05/17/23 06:39:59 PM,30.356,
122,05/17/23 06:54:59 PM,30.054,
123,05/17/23 07:09:59 PM,30.154,
124,05/17/23 07:24:59 PM,30.356,
125,05/17/23 07:39:59 PM,30.054,
126,05/17/23 07:54:59 PM,30.457,
127,05/17/23 08:09:59 PM,30.054,
128,05/17/23 08:24:59 PM,30.255,
129,05/17/23 08:39:59 PM,30.255,
130,05/17/23 08:54:59 PM,30.154,
131,05/17/23 09:09:59 PM,30.457,
132,05/17/23 09:24:59 PM,29.953,
133,05/17/23 09:39:59 PM,30.558,
134,05/17/23 09:54:59 PM,30.154,
135,05/17/23 10:09:59 PM,30.356,
136,05/17/23 10:24:59 PM,30.356,
137,05/17/23 10:39:59 PM,30.255,
138,05/17/23 10:54:59 PM,30.558,
139,05/17/23 11:09:59 PM,30.054,
140,05/17/23 11:24:59 PM,30.457,
141,05/17/23 11:39:59 PM,30.154,
142,05/17/23 11:54:59 PM,30.255,
143,05/18/23 12:09:59 AM,30.558,
144,05/18/23 12:24:59 AM,29.853,
145,05/18/23 12:39:59 AM,30.154,
146,05/18/23 12:54:59 AM,30.154,
147,05/18/23 01:09:59 AM,29.853,
148,05/18/23 01:24:59 AM,30.054,
149,05/18/23 01:39:59 AM,30.356,
150,05/18/23 01:54:59 AM,29.853,
151,05/18/23 02:09:59 AM,30.154,
152,05/18/23 02:24:59 AM,30.054,
153,05/18/23 02:39:59 AM,29.953,
154,05/18/23 02:54:59 AM,30.356,
155,05/18/23 03:09:59 AM,29.853,
156,05/18/23 03:24:59 AM,30.255,
157,05/18/23 03:39:59 AM,30.255,
158,05/18/23 03:54:59 AM,29.953,
159,05/18/23 04:09:59 AM,30.457,
160,05/18/23 04:24:59 AM,29.953,
161,05/18/23 04:39:59 AM,30.154,
162,05/18/23 04:54:59 AM,30.356,
163,05/18/23 05:09:59 AM,29.752,
164,05/18/23 05:24:59 AM,30.255,
165,05/18/23 05:39:59 AM,30.154,
166,05/18/23 05:54:59 AM,30.054,
167,05/18/23 06:09:59 AM,30.356,
168,05/18/23 06:24:59 AM,30.356,
169,05/18/23 06:39:59 AM,29.853,
170,05/18/23 06:54:59 AM,30.356,
171,05/18/23 07:09:59 AM,29.953,
172,05/18/23 07:24:59 AM,30.054,
173,05/18/23 07:39:59 AM,30.356,
174,05/18/23 07:54:59 AM,29.853,
175,05/18/23 08:09:59 AM,30.255,
176,05/18/23 08:24:59 AM,30.356,
177,05/18/23 08:39:59 AM,30.255,
178,05/18/23 08:54:59 AM,30.558,
179,05/18/23 09:09:59 AM,30.154,
180,05/18/23 09:24:59 AM,30.457,
181,05/18/23 09:39:59 AM,30.659,
182,05/18/23 09:54:59 AM,30.255,
183,05/18/23 10:09:59 AM,30.356,
184,05/18/23 10:24:59 AM,30.558,
185,05/18/23 10:39:59 AM,30.154,
186,05/18/23 10:54:59 AM,30.558,
187,05/18/23 11:09:59 AM,30.356,
188,05/18/23 11:24:59 AM,30.154,
189,05/18/23 11:39:59 AM,30.558,
190,05/18/23 11:54:59 AM,30.054,
191,05/18/23 12:09:59 PM,30.356,
192,05/18/23 12:24:59 PM,30.558,
193,05/18/23 12:39:59 PM,30.154,
194,05/18/23 12:54:59 PM,30.659,
195,05/18/23 01:09:59 PM,30.356,
196,05/18/23 01:24:59 PM,30.457,
197,05/18/23 01:39:59 PM,30.659,
198,05/18/23 01:54:59 PM,30.255,
199,05/18/23 02:09:59 PM,30.760,
200,05/18/23 02:24:59 PM,30.255,
201,05/18/23 02:39:59 PM,30.659,
202,05/18/23 02:54:59 PM,30.356,
203,05/18/23 03:09:59 PM,30.659,
204,05/18/23 03:24:59 PM,30.558,
205,05/18/23 03:39:59 PM,30.154,
206,05/18/23 03:54:59 PM,30.659,
207,05/18/23 04:09:59 PM,29.953,
208,05/18/23 04:24:59 PM,30.659,
209,05/18/23 04:39:59 PM,29.953,
210,05/18/23 04:54:59 PM,30.154,
211,05/18/23 05:09:59 PM,29.853,
212,05/18/23 05:24:59 PM,29.953,
213,05/18/23 05:39:59 PM,29.853,
214,05/18/23 05:54:59 PM,29.953,
215,05/18/23 06:09:59 PM,30.054,
216,05/18/23 06:24:59 PM,29.652,
217,05/18/23 06:39:59 PM,30.255,
218,05/18/23 06:54:59 PM,29.552,
219,05/18/23 07:09:59 PM,30.356,
220,05/18/23 07:24:59 PM,29.652,
221,05/18/23 07:39:59 PM,30.356,
222,05/18/23 07:54:59 PM,29.853,
223,05/18/23 08:09:59 PM,30.255,
224,05/18/23 08:24:59 PM,29.953,
225,05/18/23 08:39:59 PM,30.154,
226,05/18/23 08:54:59 PM,30.154,
227,05/18/23 09:09:59 PM,30.054,
228,05/18/23 09:24:59 PM,30.356,
229,05/18/23 09:39:59 PM,29.953,
230,05/18/23 09:54:59 PM,30.457,
231,05/18/23 10:09:59 PM,29.853,
232,05/18/23 10:24:59 PM,30.558,
233,05/18/23 10:39:59 PM,29.752,
234,05/18/23 10:54:59 PM,30.457,
235,05/18/23 11:09:59 PM,29.752,
236,05/18/23 11:24:59 PM,30.457,
237,05/18/23 11:39:59 PM,29.853,
238,05/18/23 11:54:59 PM,30.457,
239,05/19/23 12:09:59 AM,29.752,
240,05/19/23 12:24:59 AM,30.154,
241,05/19/23 12:39:59 AM,29.652,
242,05/19/23 12:54:59 AM,30.054,
243,05/19/23 01:09:59 AM,29.853,
244,05/19/23 01:24:59 AM,29.853,
245,05/19/23 01:39:59 AM,29.853,
246,05/19/23 01:54:59 AM,29.752,
247,05/19/23 02:09:59 AM,29.752,
248,05/19/23 02:24:59 AM,29.752,
249,05/19/23 02:39:59 AM,29.752,
250,05/19/23 02:54:59 AM,29.652,
251,05/19/23 03:09:59 AM,29.953,
252,05/19/23 03:24:59 AM,29.452,
253,05/19/23 03:39:59 AM,29.853,
254,05/19/23 03:54:59 AM,29.452,
255,05/19/23 04:09:59 AM,29.853,
256,05/19/23 04:24:59 AM,29.352,
257,05/19/23 04:39:59 AM,29.752,
258,05/19/23 04:54:59 AM,29.552,
259,05/19/23 05:09:59 AM,29.552,
260,05/19/23 05:24:59 AM,29.552,
261,05/19/23 05:39:59 AM,29.552,
262,05/19/23 05:54:59 AM,29.552,
263,05/19/23 06:09:59 AM,29.552,
264,05/19/23 06:24:59 AM,29.452,
265,05/19/23 06:39:59 AM,29.552,
266,05/19/23 06:54:59 AM,29.452,
267,05/19/23 07:09:59 AM,29.752,
268,05/19/23 07:24:59 AM,29.152,
269,05/19/23 07:39:59 AM,29.853,
270,05/19/23 07:54:59 AM,29.152,
271,05/19/23 08:09:59 AM,29.752,
272,05/19/23 08:24:59 AM,29.452,
273,05/19/23 08:39:59 AM,29.953,
274,05/19/23 08:54:59 AM,29.452,
275,05/19/23 09:09:59 AM,29.953,
276,05/19/23 09:24:59 AM,29.352,
277,05/19/23 09:39:59 AM,29.953,
278,05/19/23 09:54:59 AM,29.552,
279,05/19/23 10:09:59 AM,29.953,
280,05/19/23 10:24:59 AM,29.652,
281,05/19/23 10:39:59 AM,29.752,
282,05/19/23 10:54:59 AM,29.652,
283,05/19/23 11:09:59 AM,29.652,
284,05/19/23 11:24:59 AM,29.652,
285,05/19/23 11:39:59 AM,29.552,
286,05/19/23 11:54:59 AM,28.555,
287,05/19/23 12:09:59 PM,27.468,
288,05/19/23 12:24:59 PM,26.683,
289,05/19/23 12:39:59 PM,27.468,
290,05/19/23 12:54:59 PM,27.567,
291,05/19/23 01:09:59 PM,27.173,
292,05/19/23 01:24:59 PM,27.272,
293,05/19/23 01:39:59 PM,27.173,
294,05/19/23 01:54:59 PM,26.879,
295,05/19/23 02:09:59 PM,26.977,
296,05/19/23 02:24:59 PM,27.370,
297,05/19/23 02:39:59 PM,27.272,
298,05/19/23 02:54:59 PM,27.173,
299,05/19/23 03:09:59 PM,27.468,
300,05/19/23 03:24:59 PM,27.764,
301,05/19/23 03:39:59 PM,27.468,
302,05/19/23 03:54:59 PM,27.567,
303,05/19/23 04:09:59 PM,27.961,
304,05/19/23 04:24:59 PM,27.961,
305,05/19/23 04:39:59 PM,27.961,
306,05/19/23 04:54:59 PM,27.862,
307,05/19/23 05:09:59 PM,27.961,
308,05/19/23 05:24:59 PM,28.060,
309,05/19/23 05:39:59 PM,27.961,
310,05/19/23 05:54:59 PM,27.961,
311,05/19/23 06:09:59 PM,28.159,
312,05/19/23 06:24:59 PM,27.862,
313,05/19/23 06:39:59 PM,28.159,
314,05/19/23 06:54:59 PM,27.862,
315,05/19/23 07:09:59 PM,28.060,
316,05/19/23 07:24:59 PM,28.060,
317,05/19/23 07:39:59 PM,27.961,
318,05/19/23 07:54:59 PM,28.258,
319,05/19/23 08:09:59 PM,27.862,
320,05/19/23 08:24:59 PM,28.258,
321,05/19/23 08:39:59 PM,27.961,
322,05/19/23 08:54:59 PM,28.060,
323,05/19/23 09:09:59 PM,28.159,
324,05/19/23 09:24:59 PM,27.961,
325,05/19/23 09:39:59 PM,28.060,
326,05/19/23 09:54:59 PM,27.961,
327,05/19/23 10:09:59 PM,28.159,
328,05/19/23 10:24:59 PM,27.862,
329,05/19/23 10:39:59 PM,28.159,
330,05/19/23 10:54:59 PM,27.862,
331,05/19/23 11:09:59 PM,28.159,
332,05/19/23 11:24:59 PM,27.961,
333,05/19/23 11:39:59 PM,28.060,
334,05/19/23 11:54:59 PM,28.060,
335,05/20/23 12:09:59 AM,27.764,
336,05/20/23 12:24:59 AM,27.764,
337,05/20/23 12:39:59 AM,27.567,
338,05/20/23 12:54:59 AM,27.764,
339,05/20/23 01:09:59 AM,27.468,
340,05/20/23 01:24:59 AM,27.764,
341,05/20/23 01:39:59 AM,27.370,
342,05/20/23 01:54:59 AM,27.764,
343,05/20/23 02:09:59 AM,27.272,
344,05/20/23 02:24:59 AM,27.665,
345,05/20/23 02:39:59 AM,27.272,
346,05/20/23 02:54:59 AM,27.567,
347,05/20/23 03:09:59 AM,27.468,
348,05/20/23 03:24:59 AM,27.468,
349,05/20/23 03:39:59 AM,27.468,
350,05/20/23 03:54:59 AM,27.370,
351,05/20/23 04:09:59 AM,27.665,
352,05/20/23 04:24:59 AM,27.370,
353,05/20/23 04:39:59 AM,27.567,
354,05/20/23 04:54:59 AM,27.272,
355,05/20/23 05:09:59 AM,27.567,
356,05/20/23 05:24:59 AM,27.272,
357,05/20/23 05:39:59 AM,27.567,
358,05/20/23 05:54:59 AM,27.272,
359,05/20/23 06:09:59 AM,27.468,
360,05/20/23 06:24:59 AM,27.272,
361,05/20/23 06:39:59 AM,27.567,
362,05/20/23 06:54:59 AM,27.272,
363,05/20/23 07:09:59 AM,27.468,
364,05/20/23 07:24:59 AM,27.173,
365,05/20/23 07:39:59 AM,27.567,
366,05/20/23 07:54:59 AM,27.075,
367,05/20/23 08:09:59 AM,27.567,
368,05/20/23 08:24:59 AM,27.468,
369,05/20/23 08:39:59 AM,27.764,
370,05/20/23 08:54:59 AM,27.468,
371,05/20/23 09:09:59 AM,27.764,
372,05/20/23 09:24:59 AM,27.468,
373,05/20/23 09:39:59 AM,27.862,
374,05/20/23 09:54:59 AM,27.468,
375,05/20/23 10:09:59 AM,27.764,
376,05/20/23 10:24:59 AM,27.567,
377,05/20/23 10:39:59 AM,27.764,
378,05/20/23 10:54:59 AM,27.665,
379,05/20/23 11:09:59 AM,27.665,
380,05/20/23 11:24:59 AM,27.665,
381,05/20/23 11:39:59 AM,27.665,
382,05/20/23 11:54:59 AM,27.764,
383,05/20/23 12:09:59 PM,27.665,
384,05/20/23 12:24:59 PM,27.665,
385,05/20/23 12:39:59 PM,27.567,
386,05/20/23 12:54:59 PM,27.665,
387,05/20/23 01:09:59 PM,27.567,
388,05/20/23 01:24:59 PM,27.665,
389,05/20/23 01:39:59 PM,27.567,
390,05/20/23 01:54:59 PM,27.764,
391,05/20/23 02:09:59 PM,27.567,
392,05/20/23 02:24:59 PM,27.665,
393,05/20/23 02:39:59 PM,27.468,
394,05/20/23 02:54:59 PM,27.764,
395,05/20/23 03:09:59 PM,27.468,
396,05/20/23 03:24:59 PM,27.665,
397,05/20/23 03:39:59 PM,27.468,
398,05/20/23 03:54:59 PM,27.665,
399,05/20/23 04:09:59 PM,27.468,
400,05/20/23 04:24:59 PM,27.665,
401,05/20/23 04:39:59 PM,27.370,
402,05/20/23 04:54:59 PM,27.567,
403,05/20/23 05:09:59 PM,27.370,
404,05/20/23 05:24:59 PM,27.567,
405,05/20/23 05:39:59 PM,27.370,
406,05/20/23 05:54:59 PM,27.567,
407,05/20/23 06:09:59 PM,27.370,
408,05/20/23 06:24:59 PM,27.468,
409,05/20/23 06:39:59 PM,27.272,
410,05/20/23 06:54:59 PM,27.468,
411,05/20/23 07:09:59 PM,27.272,
412,05/20/23 07:24:59 PM,27.468,
413,05/20/23 07:39:59 PM,27.272,
414,05/20/23 07:54:59 PM,27.370,
415,05/20/23 08:09:59 PM,27.272,
416,05/20/23 08:24:59 PM,27.272,
417,05/20/23 08:39:59 PM,27.173,
418,05/20/23 08:54:59 PM,27.272,
419,05/20/23 09:09:59 PM,27.173,
420,05/20/23 09:24:59 PM,27.272,
421,05/20/23 09:39:59 PM,27.173,
422,05/20/23 09:54:59 PM,27.272,
423,05/20/23 10:09:59 PM,27.173,
424,05/20/23 10:24:59 PM,27.272,
425,05/20/23 10:39:59 PM,27.173,
426,05/20/23 10:54:59 PM,27.173,
427,05/20/23 11:09:59 PM,27.075,
428,05/20/23 11:24:59 PM,27.075,
429,05/20/23 11:39:59 PM,27.075,
430,05/20/23 11:54:59 PM,27.075,
431,05/21/23 12:09:59 AM,26.879,
432,05/21/23 12:24:59 AM,26.585,
433,05/21/23 12:39:59 AM,26.781,
434,05/21/23 12:54:59 AM,26.585,
435,05/21/23 01:09:59 AM,26.683,
436,05/21/23 01:24:59 AM,26.488,
437,05/21/23 01:39:59 AM,26.683,
438,05/21/23 01:54:59 AM,26.390,
439,05/21/23 02:09:59 AM,26.585,
440,05/21/23 02:24:59 AM,26.390,
441,05/21/23 02:39:59 AM,26.585,
442,05/21/23 02:54:59 AM,26.488,
443,05/21/23 03:09:59 AM,26.488,
444,05/21/23 03:24:59 AM,26.488,
445,05/21/23 03:39:59 AM,26.488,
446,05/21/23 03:54:59 AM,26.488,
447,05/21/23 04:09:59 AM,26.292,
448,05/21/23 04:24:59 AM,26.488,
449,05/21/23 04:39:59 AM,26.195,
450,05/21/23 04:54:59 AM,26.390,
451,05/21/23 05:09:59 AM,26.195,
452,05/21/23 05:24:59 AM,26.292,
453,05/21/23 05:39:59 AM,26.292,
454,05/21/23 05:54:59 AM,26.292,
455,05/21/23 06:09:59 AM,26.292,
456,05/21/23 06:24:59 AM,26.195,
457,05/21/23 06:39:59 AM,26.292,
458,05/21/23 06:54:59 AM,26.097,
459,05/21/23 07:09:59 AM,26.292,
460,05/21/23 07:24:59 AM,26.097,
461,05/21/23 07:39:59 AM,26.292,
462,05/21/23 07:54:59 AM,26.000,
463,05/21/23 08:09:59 AM,26.488,
464,05/21/23 08:24:59 AM,26.488,
465,05/21/23 08:39:59 AM,26.585,
466,05/21/23 08:54:59 AM,26.390,
467,05/21/23 09:09:59 AM,26.488,
468,05/21/23 09:24:59 AM,26.488,
469,05/21/23 09:39:59 AM,26.390,
470,05/21/23 09:54:59 AM,26.585,
471,05/21/23 10:09:59 AM,26.292,
472,05/21/23 10:24:59 AM,26.488,
473,05/21/23 10:39:59 AM,26.292,
474,05/21/23 10:54:59 AM,26.488,
475,05/21/23 11:09:59 AM,26.292,
476,05/21/23 11:24:59 AM,26.488,
477,05/21/23 11:39:59 AM,26.390,
478,05/21/23 11:54:59 AM,26.488,
479,05/21/23 12:09:59 PM,26.488,
480,05/21/23 12:24:59 PM,26.390,
481,05/21/23 12:39:59 PM,26.488,
482,05/21/23 12:54:59 PM,26.292,
483,05/21/23 01:09:59 PM,26.488,
484,05/21/23 01:24:59 PM,26.292,
485,05/21/23 01:39:59 PM,26.488,
486,05/21/23 01:54:59 PM,26.390,
487,05/21/23 02:09:59 PM,26.683,
488,05/21/23 02:24:59 PM,26.585,
489,05/21/23 02:39:59 PM,26.781,
490,05/21/23 02:54:59 PM,25.416,
491,05/21/23 03:09:59 PM,24.545,
492,05/21/23 03:24:59 PM,24.062,
493,05/21/23 03:39:59 PM,23.677,
494,05/21/23 03:54:59 PM,23.388,
495,05/21/23 04:09:59 PM,23.196,
496,05/21/23 04:24:59 PM,22.908,
497,05/21/23 04:39:59 PM,22.717,
498,05/21/23 04:54:59 PM,22.621,
499,05/21/23 05:09:59 PM,22.429,
500,05/21/23 05:24:59 PM,22.333,
501,05/21/23 05:39:59 PM,22.142,
502,05/21/23 05:54:59 PM,22.046,
503,05/21/23 06:09:59 PM,21.951,
504,05/21/23 06:24:59 PM,21.855,
505,05/21/23 06:39:59 PM,21.760,
506,05/21/23 06:54:59 PM,21.664,
507,05/21/23 07:09:59 PM,21.569,
508,05/21/23 07:24:59 PM,21.473,
509,05/21/23 07:39:59 PM,21.473,
510,05/21/23 07:54:59 PM,21.378,
511,05/21/23 08:09:59 PM,21.378,
512,05/21/23 08:24:59 PM,21.282,
513,05/21/23 08:39:59 PM,21.282,
514,05/21/23 08:54:59 PM,21.187,
515,05/21/23 09:09:59 PM,21.187,
516,05/21/23 09:24:59 PM,21.091,
517,05/21/23 09:39:59 PM,21.091,
518,05/21/23 09:54:59 PM,21.091,
519,05/21/23 10:09:59 PM,20.996,
520,05/21/23 10:24:59 PM,20.996,
521,05/21/23 10:39:59 PM,20.996,
522,05/21/23 10:54:59 PM,20.901,
523,05/21/23 11:09:59 PM,20.901,
524,05/21/23 11:24:59 PM,20.901,
525,05/21/23 11:39:59 PM,20.901,
526,05/21/23 11:54:59 PM,20.805,
527,05/22/23 12:09:59 AM,20.615,
528,05/22/23 12:24:59 AM,20.424,
529,05/22/23 12:39:59 AM,20.329,
530,05/22/23 12:54:59 AM,20.234,
531,05/22/23 01:09:59 AM,20.234,
532,05/22/23 01:24:59 AM,20.138,
533,05/22/23 01:39:59 AM,20.138,
534,05/22/23 01:54:59 AM,20.043,
535,05/22/23 02:09:59 AM,20.043,
536,05/22/23 02:24:59 AM,20.043,
537,05/22/23 02:39:59 AM,19.948,
538,05/22/23 02:54:59 AM,19.948,
539,05/22/23 03:09:59 AM,19.853,
540,05/22/23 03:24:59 AM,19.853,
541,05/22/23 03:39:59 AM,19.853,
542,05/22/23 03:54:59 AM,19.853,
543,05/22/23 04:09:59 AM,19.853,
544,05/22/23 04:24:59 AM,19.758,
545,05/22/23 04:39:59 AM,19.758,
546,05/22/23 04:54:59 AM,19.758,
547,05/22/23 05:09:59 AM,19.758,
548,05/22/23 05:24:59 AM,19.662,
549,05/22/23 05:39:59 AM,19.662,
550,05/22/23 05:54:59 AM,19.662,
551,05/22/23 06:09:59 AM,19.662,
552,05/22/23 06:24:59 AM,19.662,
553,05/22/23 06:39:59 AM,19.662,
554,05/22/23 06:54:59 AM,19.662,
555,05/22/23 07:09:59 AM,19.662,
556,05/22/23 07:24:59 AM,19.567,
557,05/22/23 07:39:59 AM,19.567,
558,05/22/23 07:54:59 AM,19.567,
559,05/22/23 08:09:59 AM,19.853,
560,05/22/23 08:24:59 AM,20.043,
561,05/22/23 08:39:59 AM,20.043,
562,05/22/23 08:54:59 AM,20.138,
563,05/22/23 09:09:59 AM,20.138,
564,05/22/23 09:24:59 AM,20.138,
565,05/22/23 09:39:59 AM,20.138,
566,05/22/23 09:54:59 AM,20.234,
567,05/22/23 10:09:59 AM,20.234,
568,05/22/23 10:24:59 AM,20.234,
569,05/22/23 10:39:59 AM,20.234,
570,05/22/23 10:54:59 AM,20.424,
571,05/22/23 11:09:59 AM,20.329,
572,05/22/23 11:24:59 AM,20.234,
573,05/22/23 11:39:59 AM,20.329,
574,05/22/23 11:54:59 AM,20.329,
575,05/22/23 12:09:59 PM,20.519,
576,05/22/23 12:24:59 PM,22.525,
577,05/22/23 12:39:59 PM,23.773,
578,05/22/23 12:54:59 PM,24.158,
579,05/22/23 01:09:59 PM,24.641,
580,05/22/23 01:24:59 PM,25.319,
581,05/22/23 01:39:59 PM,25.416,
582,05/22/23 01:54:59 PM,25.610,
583,05/22/23 02:09:59 PM,25.610,
584,05/22/23 02:24:59 PM,25.805,
585,05/22/23 02:39:59 PM,25.902,
586,05/22/23 02:54:59 PM,26.000,
587,05/22/23 03:09:59 PM,26.097,
588,05/22/23 03:24:59 PM,26.000,
589,05/22/23 03:39:59 PM,26.097,
590,05/22/23 03:54:59 PM,25.513,
591,05/22/23 04:09:59 PM,26.000,
592,05/22/23 04:24:59 PM,25.708,
593,05/22/23 04:39:59 PM,26.195,
594,05/22/23 04:54:59 PM,25.902,
595,05/22/23 05:09:59 PM,26.292,
596,05/22/23 05:24:59 PM,26.097,
597,05/22/23 05:39:59 PM,26.390,
598,05/22/23 05:54:59 PM,26.195,
599,05/22/23 06:09:59 PM,26.488,
600,05/22/23 06:24:59 PM,26.585,
601,05/22/23 06:39:59 PM,26.390,
602,05/22/23 06:54:59 PM,26.683,
603,05/22/23 07:09:59 PM,26.488,
604,05/22/23 07:24:59 PM,26.781,
605,05/22/23 07:39:59 PM,26.488,
606,05/22/23 07:54:59 PM,26.781,
607,05/22/23 08:09:59 PM,26.488,
608,05/22/23 08:24:59 PM,26.879,
609,05/22/23 08:39:59 PM,26.585,
610,05/22/23 08:54:59 PM,26.879,
611,05/22/23 09:09:59 PM,26.585,
612,05/22/23 09:24:59 PM,26.879,
613,05/22/23 09:39:59 PM,26.683,
614,05/22/23 09:54:59 PM,26.879,
615,05/22/23 10:09:59 PM,26.781,
616,05/22/23 10:24:59 PM,26.781,
617,05/22/23 10:39:59 PM,26.781,
618,05/22/23 10:54:59 PM,26.683,
619,05/22/23 11:09:59 PM,26.977,
620,05/22/23 11:24:59 PM,26.585,
621,05/22/23 11:39:59 PM,27.075,
622,05/22/23 11:54:59 PM,26.585,
623,05/23/23 12:09:59 AM,26.977,
624,05/23/23 12:24:59 AM,26.585,
625,05/23/23 12:39:59 AM,27.075,
626,05/23/23 12:54:59 AM,26.683,
627,05/23/23 01:09:59 AM,26.977,
628,05/23/23 01:24:59 AM,26.683,
