"Plot Title: 21744379"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21744379, SEN S/N: 21744379, LBL: D)","Coupler Attached (LGR S/N: 21744379)","Host Connected (LGR S/N: 21744379)","Stopped (LGR S/N: 21744379)","End Of File (LGR S/N: 21744379)"
38,05/16/23 09:55:00 PM,27.272,,,,
39,05/16/23 10:10:00 PM,27.173,,,,
40,05/16/23 10:25:00 PM,27.075,,,,
41,05/16/23 10:40:00 PM,27.272,,,,
42,05/16/23 10:55:00 PM,27.370,,,,
43,05/16/23 11:10:00 PM,27.173,,,,
44,05/16/23 11:25:00 PM,27.075,,,,
45,05/16/23 11:40:00 PM,27.173,,,,
46,05/16/23 11:55:00 PM,27.370,,,,
47,05/17/23 12:10:00 AM,27.370,,,,
48,05/17/23 12:25:00 AM,26.879,,,,
49,05/17/23 12:40:00 AM,27.173,,,,
50,05/17/23 12:55:00 AM,27.075,,,,
51,05/17/23 01:10:00 AM,26.879,,,,
52,05/17/23 01:25:00 AM,27.075,,,,
53,05/17/23 01:40:00 AM,27.173,,,,
54,05/17/23 01:55:00 AM,26.879,,,,
55,05/17/23 02:10:00 AM,27.075,,,,
56,05/17/23 02:25:00 AM,27.173,,,,
57,05/17/23 02:40:00 AM,26.879,,,,
58,05/17/23 02:55:00 AM,26.977,,,,
59,05/17/23 03:10:00 AM,27.173,,,,
60,05/17/23 03:25:00 AM,27.075,,,,
61,05/17/23 03:40:00 AM,26.879,,,,
62,05/17/23 03:55:00 AM,27.370,,,,
63,05/17/23 04:10:00 AM,26.977,,,,
64,05/17/23 04:25:00 AM,27.173,,,,
65,05/17/23 04:40:00 AM,27.272,,,,
66,05/17/23 04:55:00 AM,26.977,,,,
67,05/17/23 05:10:00 AM,27.272,,,,
68,05/17/23 05:25:00 AM,27.173,,,,
69,05/17/23 05:40:00 AM,27.075,,,,
70,05/17/23 05:55:00 AM,27.272,,,,
71,05/17/23 06:10:00 AM,27.272,,,,
72,05/17/23 06:25:00 AM,26.977,,,,
73,05/17/23 06:40:00 AM,27.173,,,,
74,05/17/23 06:55:00 AM,27.272,,,,
75,05/17/23 07:10:00 AM,26.977,,,,
76,05/17/23 07:25:00 AM,27.173,,,,
77,05/17/23 07:40:00 AM,27.272,,,,
78,05/17/23 07:55:00 AM,27.075,,,,
79,05/17/23 08:10:00 AM,27.173,,,,
80,05/17/23 08:25:00 AM,27.665,,,,
81,05/17/23 08:40:00 AM,27.468,,,,
82,05/17/23 08:55:00 AM,27.370,,,,
83,05/17/23 09:10:00 AM,27.665,,,,
84,05/17/23 09:25:00 AM,27.468,,,,
85,05/17/23 09:40:00 AM,27.468,,,,
86,05/17/23 09:55:00 AM,27.862,,,,
87,05/17/23 10:10:00 AM,27.764,,,,
88,05/17/23 10:25:00 AM,28.060,,,,
89,05/17/23 10:40:00 AM,27.961,,,,
90,05/17/23 10:55:00 AM,27.665,,,,
91,05/17/23 11:10:00 AM,27.764,,,,
92,05/17/23 11:25:00 AM,27.862,,,,
93,05/17/23 11:40:00 AM,27.862,,,,
94,05/17/23 11:55:00 AM,27.961,,,,
95,05/17/23 12:10:00 PM,27.665,,,,
96,05/17/23 12:25:00 PM,27.567,,,,
97,05/17/23 12:40:00 PM,27.764,,,,
98,05/17/23 12:55:00 PM,27.862,,,,
99,05/17/23 01:10:00 PM,27.961,,,,
100,05/17/23 01:25:00 PM,27.961,,,,
101,05/17/23 01:40:00 PM,27.862,,,,
102,05/17/23 01:55:00 PM,28.159,,,,
103,05/17/23 02:10:00 PM,28.159,,,,
104,05/17/23 02:25:00 PM,28.159,,,,
105,05/17/23 02:40:00 PM,28.159,,,,
106,05/17/23 02:55:00 PM,28.159,,,,
107,05/17/23 03:10:00 PM,28.258,,,,
108,05/17/23 03:25:00 PM,28.456,,,,
109,05/17/23 03:40:00 PM,28.655,,,,
110,05/17/23 03:55:00 PM,28.555,,,,
111,05/17/23 04:10:00 PM,28.357,,,,
112,05/17/23 04:25:00 PM,28.555,,,,
113,05/17/23 04:40:00 PM,28.754,,,,
114,05/17/23 04:55:00 PM,28.456,,,,
115,05/17/23 05:10:00 PM,28.357,,,,
116,05/17/23 05:25:00 PM,28.655,,,,
117,05/17/23 05:40:00 PM,28.754,,,,
118,05/17/23 05:55:00 PM,28.456,,,,
119,05/17/23 06:10:00 PM,28.555,,,,
120,05/17/23 06:25:00 PM,28.853,,,,
121,05/17/23 06:40:00 PM,28.655,,,,
122,05/17/23 06:55:00 PM,28.357,,,,
123,05/17/23 07:10:00 PM,28.655,,,,
124,05/17/23 07:25:00 PM,28.853,,,,
125,05/17/23 07:40:00 PM,28.456,,,,
126,05/17/23 07:55:00 PM,28.754,,,,
127,05/17/23 08:10:00 PM,28.853,,,,
128,05/17/23 08:25:00 PM,28.456,,,,
129,05/17/23 08:40:00 PM,28.754,,,,
130,05/17/23 08:55:00 PM,28.953,,,,
131,05/17/23 09:10:00 PM,28.655,,,,
132,05/17/23 09:25:00 PM,28.853,,,,
133,05/17/23 09:40:00 PM,29.053,,,,
134,05/17/23 09:55:00 PM,28.655,,,,
135,05/17/23 10:10:00 PM,28.853,,,,
136,05/17/23 10:25:00 PM,29.053,,,,
137,05/17/23 10:40:00 PM,28.853,,,,
138,05/17/23 10:55:00 PM,28.655,,,,
139,05/17/23 11:10:00 PM,29.053,,,,
140,05/17/23 11:25:00 PM,28.853,,,,
141,05/17/23 11:40:00 PM,28.655,,,,
142,05/17/23 11:55:00 PM,29.053,,,,
143,05/18/23 12:10:00 AM,29.053,,,,
144,05/18/23 12:25:00 AM,28.456,,,,
145,05/18/23 12:40:00 AM,28.853,,,,
146,05/18/23 12:55:00 AM,28.655,,,,
147,05/18/23 01:10:00 AM,28.555,,,,
148,05/18/23 01:25:00 AM,28.853,,,,
149,05/18/23 01:40:00 AM,28.754,,,,
150,05/18/23 01:55:00 AM,28.456,,,,
151,05/18/23 02:10:00 AM,29.053,,,,
152,05/18/23 02:25:00 AM,28.853,,,,
153,05/18/23 02:40:00 AM,28.754,,,,
154,05/18/23 02:55:00 AM,28.655,,,,
155,05/18/23 03:10:00 AM,29.053,,,,
156,05/18/23 03:25:00 AM,28.754,,,,
157,05/18/23 03:40:00 AM,28.655,,,,
158,05/18/23 03:55:00 AM,28.953,,,,
159,05/18/23 04:10:00 AM,28.655,,,,
160,05/18/23 04:25:00 AM,28.655,,,,
161,05/18/23 04:40:00 AM,28.953,,,,
162,05/18/23 04:55:00 AM,28.655,,,,
163,05/18/23 05:10:00 AM,28.555,,,,
164,05/18/23 05:25:00 AM,28.853,,,,
165,05/18/23 05:40:00 AM,28.853,,,,
166,05/18/23 05:55:00 AM,28.456,,,,
167,05/18/23 06:10:00 AM,28.953,,,,
168,05/18/23 06:25:00 AM,28.853,,,,
169,05/18/23 06:40:00 AM,28.555,,,,
170,05/18/23 06:55:00 AM,28.655,,,,
171,05/18/23 07:10:00 AM,28.853,,,,
172,05/18/23 07:25:00 AM,28.655,,,,
173,05/18/23 07:40:00 AM,28.754,,,,
174,05/18/23 07:55:00 AM,28.953,,,,
175,05/18/23 08:10:00 AM,28.655,,,,
176,05/18/23 08:25:00 AM,28.953,,,,
177,05/18/23 08:40:00 AM,29.152,,,,
178,05/18/23 08:55:00 AM,28.953,,,,
179,05/18/23 09:10:00 AM,28.953,,,,
180,05/18/23 09:25:00 AM,29.452,,,,
181,05/18/23 09:40:00 AM,29.053,,,,
182,05/18/23 09:55:00 AM,29.152,,,,
183,05/18/23 10:10:00 AM,29.352,,,,
184,05/18/23 10:25:00 AM,28.953,,,,
185,05/18/23 10:40:00 AM,29.352,,,,
186,05/18/23 10:55:00 AM,29.252,,,,
187,05/18/23 11:10:00 AM,29.053,,,,
188,05/18/23 11:25:00 AM,29.552,,,,
189,05/18/23 11:40:00 AM,29.053,,,,
190,05/18/23 11:55:00 AM,29.352,,,,
191,05/18/23 12:10:00 PM,29.352,,,,
192,05/18/23 12:25:00 PM,28.456,,,,
193,05/18/23 12:40:00 PM,28.953,,,,
194,05/18/23 12:55:00 PM,29.053,,,,
195,05/18/23 01:10:00 PM,28.754,,,,
196,05/18/23 01:25:00 PM,29.053,,,,
197,05/18/23 01:40:00 PM,29.252,,,,
198,05/18/23 01:55:00 PM,28.853,,,,
199,05/18/23 02:10:00 PM,28.953,,,,
200,05/18/23 02:25:00 PM,29.252,,,,
201,05/18/23 02:40:00 PM,28.853,,,,
202,05/18/23 02:55:00 PM,29.053,,,,
203,05/18/23 03:10:00 PM,29.053,,,,
204,05/18/23 03:25:00 PM,28.456,,,,
205,05/18/23 03:40:00 PM,28.953,,,,
206,05/18/23 03:55:00 PM,28.953,,,,
207,05/18/23 04:10:00 PM,28.555,,,,
208,05/18/23 04:25:00 PM,28.655,,,,
209,05/18/23 04:40:00 PM,28.853,,,,
210,05/18/23 04:55:00 PM,28.456,,,,
211,05/18/23 05:10:00 PM,28.258,,,,
212,05/18/23 05:25:00 PM,28.555,,,,
213,05/18/23 05:40:00 PM,28.456,,,,
214,05/18/23 05:55:00 PM,27.272,,,,
215,05/18/23 06:10:00 PM,27.468,,,,
216,05/18/23 06:25:00 PM,27.567,,,,
217,05/18/23 06:40:00 PM,27.764,,,,
218,05/18/23 06:55:00 PM,28.060,,,,
219,05/18/23 07:10:00 PM,27.764,,,,
220,05/18/23 07:25:00 PM,27.961,,,,
221,05/18/23 07:40:00 PM,28.060,,,,
222,05/18/23 07:55:00 PM,27.862,,,,
223,05/18/23 08:10:00 PM,28.060,,,,
224,05/18/23 08:25:00 PM,28.060,,,,
225,05/18/23 08:40:00 PM,27.862,,,,
226,05/18/23 08:55:00 PM,28.258,,,,
227,05/18/23 09:10:00 PM,28.060,,,,
228,05/18/23 09:25:00 PM,28.258,,,,
229,05/18/23 09:40:00 PM,28.159,,,,
230,05/18/23 09:55:00 PM,27.961,,,,
231,05/18/23 10:10:00 PM,28.258,,,,
232,05/18/23 10:25:00 PM,28.258,,,,
233,05/18/23 10:40:00 PM,27.961,,,,
234,05/18/23 10:55:00 PM,28.357,,,,
235,05/18/23 11:10:00 PM,28.159,,,,
236,05/18/23 11:25:00 PM,28.060,,,,
237,05/18/23 11:40:00 PM,28.159,,,,
238,05/18/23 11:55:00 PM,28.258,,,,
239,05/19/23 12:10:00 AM,27.961,,,,
240,05/19/23 12:25:00 AM,27.764,,,,
241,05/19/23 12:40:00 AM,27.961,,,,
242,05/19/23 12:55:00 AM,27.764,,,,
243,05/19/23 01:10:00 AM,27.665,,,,
244,05/19/23 01:25:00 AM,27.862,,,,
245,05/19/23 01:40:00 AM,27.862,,,,
246,05/19/23 01:55:00 AM,27.567,,,,
247,05/19/23 02:10:00 AM,27.862,,,,
248,05/19/23 02:25:00 AM,27.665,,,,
249,05/19/23 02:40:00 AM,27.764,,,,
250,05/19/23 02:55:00 AM,27.961,,,,
251,05/19/23 03:10:00 AM,27.567,,,,
252,05/19/23 03:25:00 AM,27.764,,,,
253,05/19/23 03:40:00 AM,27.862,,,,
254,05/19/23 03:55:00 AM,27.665,,,,
255,05/19/23 04:10:00 AM,27.764,,,,
256,05/19/23 04:25:00 AM,27.862,,,,
257,05/19/23 04:40:00 AM,27.567,,,,
258,05/19/23 04:55:00 AM,27.961,,,,
259,05/19/23 05:10:00 AM,27.764,,,,
260,05/19/23 05:25:00 AM,27.567,,,,
261,05/19/23 05:40:00 AM,27.862,,,,
262,05/19/23 05:55:00 AM,27.764,,,,
263,05/19/23 06:10:00 AM,27.665,,,,
264,05/19/23 06:25:00 AM,27.862,,,,
265,05/19/23 06:40:00 AM,27.665,,,,
266,05/19/23 06:55:00 AM,27.862,,,,
267,05/19/23 07:10:00 AM,27.862,,,,
268,05/19/23 07:25:00 AM,27.665,,,,
269,05/19/23 07:40:00 AM,28.060,,,,
270,05/19/23 07:55:00 AM,27.567,,,,
271,05/19/23 08:10:00 AM,28.060,,,,
272,05/19/23 08:25:00 AM,28.060,,,,
273,05/19/23 08:40:00 AM,27.961,,,,
274,05/19/23 08:55:00 AM,28.357,,,,
275,05/19/23 09:10:00 AM,27.961,,,,
276,05/19/23 09:25:00 AM,28.060,,,,
277,05/19/23 09:40:00 AM,28.258,,,,
278,05/19/23 09:55:00 AM,27.961,,,,
279,05/19/23 10:10:00 AM,28.159,,,,
280,05/19/23 10:25:00 AM,28.258,,,,
281,05/19/23 10:40:00 AM,27.961,,,,
282,05/19/23 10:55:00 AM,28.159,,,,
283,05/19/23 11:10:00 AM,28.159,,,,
284,05/19/23 11:25:00 AM,27.961,,,,
285,05/19/23 11:40:00 AM,27.862,,,,
286,05/19/23 11:55:00 AM,28.853,,,,
287,05/19/23 12:10:00 PM,28.060,,,,
288,05/19/23 12:25:00 PM,28.258,,,,
289,05/19/23 12:40:00 PM,27.665,,,,
290,05/19/23 12:55:00 PM,27.665,,,,
291,05/19/23 01:10:00 PM,28.060,,,,
292,05/19/23 01:25:00 PM,27.567,,,,
293,05/19/23 01:40:00 PM,28.060,,,,
294,05/19/23 01:55:00 PM,27.862,,,,
295,05/19/23 02:10:00 PM,27.862,,,,
296,05/19/23 02:25:00 PM,27.961,,,,
297,05/19/23 02:40:00 PM,27.567,,,,
298,05/19/23 02:55:00 PM,27.764,,,,
299,05/19/23 03:10:00 PM,27.862,,,,
300,05/19/23 03:25:00 PM,27.468,,,,
301,05/19/23 03:40:00 PM,28.655,,,,
302,05/19/23 03:55:00 PM,28.357,,,,
303,05/19/23 04:10:00 PM,28.953,,,,
304,05/19/23 04:25:00 PM,28.853,,,,
305,05/19/23 04:40:00 PM,28.953,,,,
306,05/19/23 04:55:00 PM,28.953,,,,
307,05/19/23 05:10:00 PM,28.258,,,,
308,05/19/23 05:25:00 PM,28.456,,,,
309,05/19/23 05:40:00 PM,27.862,,,,
310,05/19/23 05:55:00 PM,28.357,,,,
311,05/19/23 06:10:00 PM,27.665,,,,
312,05/19/23 06:25:00 PM,28.159,,,,
313,05/19/23 06:40:00 PM,27.665,,,,
314,05/19/23 06:55:00 PM,28.060,,,,
315,05/19/23 07:10:00 PM,27.665,,,,
316,05/19/23 07:25:00 PM,28.060,,,,
317,05/19/23 07:40:00 PM,27.764,,,,
318,05/19/23 07:55:00 PM,27.665,,,,
319,05/19/23 08:10:00 PM,28.060,,,,
320,05/19/23 08:25:00 PM,27.468,,,,
321,05/19/23 08:40:00 PM,28.159,,,,
322,05/19/23 08:55:00 PM,27.468,,,,
323,05/19/23 09:10:00 PM,27.862,,,,
324,05/19/23 09:25:00 PM,27.272,,,,
325,05/19/23 09:40:00 PM,27.764,,,,
326,05/19/23 09:55:00 PM,27.567,,,,
327,05/19/23 10:10:00 PM,27.370,,,,
328,05/19/23 10:25:00 PM,27.665,,,,
329,05/19/23 10:40:00 PM,27.567,,,,
330,05/19/23 10:55:00 PM,27.862,,,,
331,05/19/23 11:10:00 PM,27.370,,,,
332,05/19/23 11:25:00 PM,27.862,,,,
333,05/19/23 11:40:00 PM,27.272,,,,
334,05/19/23 11:55:00 PM,27.665,,,,
335,05/20/23 12:10:00 AM,27.272,,,,
336,05/20/23 12:25:00 AM,27.370,,,,
337,05/20/23 12:40:00 AM,27.173,,,,
338,05/20/23 12:55:00 AM,27.272,,,,
339,05/20/23 01:10:00 AM,27.468,,,,
340,05/20/23 01:25:00 AM,26.977,,,,
341,05/20/23 01:40:00 AM,27.468,,,,
342,05/20/23 01:55:00 AM,26.879,,,,
343,05/20/23 02:10:00 AM,27.272,,,,
344,05/20/23 02:25:00 AM,27.173,,,,
345,05/20/23 02:40:00 AM,27.075,,,,
346,05/20/23 02:55:00 AM,27.272,,,,
347,05/20/23 03:10:00 AM,26.683,,,,
348,05/20/23 03:25:00 AM,27.272,,,,
349,05/20/23 03:40:00 AM,26.879,,,,
350,05/20/23 03:55:00 AM,26.879,,,,
351,05/20/23 04:10:00 AM,27.272,,,,
352,05/20/23 04:25:00 AM,26.683,,,,
353,05/20/23 04:40:00 AM,27.173,,,,
354,05/20/23 04:55:00 AM,26.977,,,,
355,05/20/23 05:10:00 AM,26.879,,,,
356,05/20/23 05:25:00 AM,27.272,,,,
357,05/20/23 05:40:00 AM,26.585,,,,
358,05/20/23 05:55:00 AM,27.173,,,,
359,05/20/23 06:10:00 AM,26.879,,,,
360,05/20/23 06:25:00 AM,26.781,,,,
361,05/20/23 06:40:00 AM,27.173,,,,
362,05/20/23 06:55:00 AM,26.683,,,,
363,05/20/23 07:10:00 AM,26.879,,,,
364,05/20/23 07:25:00 AM,27.075,,,,
365,05/20/23 07:40:00 AM,26.585,,,,
366,05/20/23 07:55:00 AM,27.075,,,,
367,05/20/23 08:10:00 AM,26.977,,,,
368,05/20/23 08:25:00 AM,26.977,,,,
369,05/20/23 08:40:00 AM,27.468,,,,
370,05/20/23 08:55:00 AM,26.879,,,,
371,05/20/23 09:10:00 AM,27.370,,,,
372,05/20/23 09:25:00 AM,27.272,,,,
373,05/20/23 09:40:00 AM,27.272,,,,
374,05/20/23 09:55:00 AM,27.468,,,,
375,05/20/23 10:10:00 AM,27.075,,,,
376,05/20/23 10:25:00 AM,27.567,,,,
377,05/20/23 10:40:00 AM,26.977,,,,
378,05/20/23 10:55:00 AM,27.567,,,,
379,05/20/23 11:10:00 AM,27.173,,,,
380,05/20/23 11:25:00 AM,27.370,,,,
381,05/20/23 11:40:00 AM,27.468,,,,
382,05/20/23 11:55:00 AM,27.173,,,,
383,05/20/23 12:10:00 PM,27.665,,,,
384,05/20/23 12:25:00 PM,27.173,,,,
385,05/20/23 12:40:00 PM,27.665,,,,
386,05/20/23 12:55:00 PM,27.370,,,,
387,05/20/23 01:10:00 PM,27.272,,,,
388,05/20/23 01:25:00 PM,27.665,,,,
389,05/20/23 01:40:00 PM,27.075,,,,
390,05/20/23 01:55:00 PM,27.468,,,,
391,05/20/23 02:10:00 PM,27.370,,,,
392,05/20/23 02:25:00 PM,27.272,,,,
393,05/20/23 02:40:00 PM,27.567,,,,
394,05/20/23 02:55:00 PM,26.977,,,,
395,05/20/23 03:10:00 PM,27.567,,,,
396,05/20/23 03:25:00 PM,27.173,,,,
397,05/20/23 03:40:00 PM,27.370,,,,
398,05/20/23 03:55:00 PM,27.468,,,,
399,05/20/23 04:10:00 PM,27.173,,,,
400,05/20/23 04:25:00 PM,27.665,,,,
401,05/20/23 04:40:00 PM,26.977,,,,
402,05/20/23 04:55:00 PM,27.567,,,,
403,05/20/23 05:10:00 PM,27.173,,,,
404,05/20/23 05:25:00 PM,27.370,,,,
405,05/20/23 05:40:00 PM,27.468,,,,
406,05/20/23 05:55:00 PM,27.173,,,,
407,05/20/23 06:10:00 PM,27.567,,,,
408,05/20/23 06:25:00 PM,26.977,,,,
409,05/20/23 06:40:00 PM,27.468,,,,
410,05/20/23 06:55:00 PM,27.272,,,,
411,05/20/23 07:10:00 PM,27.272,,,,
412,05/20/23 07:25:00 PM,27.567,,,,
413,05/20/23 07:40:00 PM,27.075,,,,
414,05/20/23 07:55:00 PM,27.468,,,,
415,05/20/23 08:10:00 PM,27.173,,,,
416,05/20/23 08:25:00 PM,27.370,,,,
417,05/20/23 08:40:00 PM,27.468,,,,
418,05/20/23 08:55:00 PM,27.173,,,,
419,05/20/23 09:10:00 PM,27.567,,,,
420,05/20/23 09:25:00 PM,26.977,,,,
421,05/20/23 09:40:00 PM,27.468,,,,
422,05/20/23 09:55:00 PM,27.272,,,,
423,05/20/23 10:10:00 PM,27.272,,,,
424,05/20/23 10:25:00 PM,27.567,,,,
425,05/20/23 10:40:00 PM,26.977,,,,
426,05/20/23 10:55:00 PM,27.567,,,,
427,05/20/23 11:10:00 PM,27.075,,,,
428,05/20/23 11:25:00 PM,27.567,,,,
429,05/20/23 11:40:00 PM,27.272,,,,
430,05/20/23 11:55:00 PM,27.173,,,,
431,05/21/23 12:10:00 AM,27.370,,,,
432,05/21/23 12:25:00 AM,26.781,,,,
433,05/21/23 12:40:00 AM,27.370,,,,
434,05/21/23 12:55:00 AM,26.879,,,,
435,05/21/23 01:10:00 AM,27.272,,,,
436,05/21/23 01:25:00 AM,26.781,,,,
437,05/21/23 01:40:00 AM,27.272,,,,
438,05/21/23 01:55:00 AM,26.781,,,,
439,05/21/23 02:10:00 AM,27.173,,,,
440,05/21/23 02:25:00 AM,26.683,,,,
441,05/21/23 02:40:00 AM,26.977,,,,
442,05/21/23 02:55:00 AM,26.879,,,,
443,05/21/23 03:10:00 AM,26.683,,,,
444,05/21/23 03:25:00 AM,27.075,,,,
445,05/21/23 03:40:00 AM,26.585,,,,
446,05/21/23 03:55:00 AM,27.272,,,,
447,05/21/23 04:10:00 AM,26.488,,,,
448,05/21/23 04:25:00 AM,27.272,,,,
449,05/21/23 04:40:00 AM,26.488,,,,
450,05/21/23 04:55:00 AM,26.977,,,,
451,05/21/23 05:10:00 AM,26.683,,,,
452,05/21/23 05:25:00 AM,26.879,,,,
453,05/21/23 05:40:00 AM,26.879,,,,
454,05/21/23 05:55:00 AM,26.781,,,,
455,05/21/23 06:10:00 AM,26.879,,,,
456,05/21/23 06:25:00 AM,26.488,,,,
457,05/21/23 06:40:00 AM,26.879,,,,
458,05/21/23 06:55:00 AM,26.488,,,,
459,05/21/23 07:10:00 AM,26.683,,,,
460,05/21/23 07:25:00 AM,26.781,,,,
461,05/21/23 07:40:00 AM,26.390,,,,
462,05/21/23 07:55:00 AM,26.879,,,,
463,05/21/23 08:10:00 AM,26.683,,,,
464,05/21/23 08:25:00 AM,26.879,,,,
465,05/21/23 08:40:00 AM,27.075,,,,
466,05/21/23 08:55:00 AM,26.683,,,,
467,05/21/23 09:10:00 AM,27.173,,,,
468,05/21/23 09:25:00 AM,26.683,,,,
469,05/21/23 09:40:00 AM,27.075,,,,
470,05/21/23 09:55:00 AM,26.977,,,,
471,05/21/23 10:10:00 AM,26.879,,,,
472,05/21/23 10:25:00 AM,27.173,,,,
473,05/21/23 10:40:00 AM,26.683,,,,
474,05/21/23 10:55:00 AM,27.173,,,,
475,05/21/23 11:10:00 AM,26.781,,,,
476,05/21/23 11:25:00 AM,26.977,,,,
477,05/21/23 11:40:00 AM,27.075,,,,
478,05/21/23 11:55:00 AM,26.879,,,,
479,05/21/23 12:10:00 PM,27.173,,,,
480,05/21/23 12:25:00 PM,26.781,,,,
481,05/21/23 12:40:00 PM,27.173,,,,
482,05/21/23 12:55:00 PM,26.879,,,,
483,05/21/23 01:10:00 PM,26.977,,,,
484,05/21/23 01:25:00 PM,27.173,,,,
485,05/21/23 01:40:00 PM,26.781,,,,
486,05/21/23 01:55:00 PM,27.173,,,,
487,05/21/23 02:10:00 PM,26.781,,,,
488,05/21/23 02:25:00 PM,27.075,,,,
489,05/21/23 02:40:00 PM,26.977,,,,
490,05/21/23 02:55:00 PM,26.879,,,,
491,05/21/23 03:10:00 PM,27.075,,,,
492,05/21/23 03:25:00 PM,26.585,,,,
493,05/21/23 03:40:00 PM,26.977,,,,
494,05/21/23 03:55:00 PM,26.683,,,,
495,05/21/23 04:10:00 PM,26.879,,,,
496,05/21/23 04:25:00 PM,26.879,,,,
497,05/21/23 04:40:00 PM,26.585,,,,
498,05/21/23 04:55:00 PM,27.075,,,,
499,05/21/23 05:10:00 PM,26.488,,,,
500,05/21/23 05:25:00 PM,26.879,,,,
501,05/21/23 05:40:00 PM,26.683,,,,
502,05/21/23 05:55:00 PM,26.683,,,,
503,05/21/23 06:10:00 PM,26.879,,,,
504,05/21/23 06:25:00 PM,26.488,,,,
505,05/21/23 06:40:00 PM,26.879,,,,
506,05/21/23 06:55:00 PM,26.488,,,,
507,05/21/23 07:10:00 PM,26.781,,,,
508,05/21/23 07:25:00 PM,26.683,,,,
509,05/21/23 07:40:00 PM,26.488,,,,
510,05/21/23 07:55:00 PM,26.879,,,,
511,05/21/23 08:10:00 PM,26.390,,,,
512,05/21/23 08:25:00 PM,26.781,,,,
513,05/21/23 08:40:00 PM,26.683,,,,
514,05/21/23 08:55:00 PM,26.488,,,,
515,05/21/23 09:10:00 PM,26.879,,,,
516,05/21/23 09:25:00 PM,26.390,,,,
517,05/21/23 09:40:00 PM,26.683,,,,
518,05/21/23 09:55:00 PM,26.585,,,,
519,05/21/23 10:10:00 PM,26.390,,,,
520,05/21/23 10:25:00 PM,26.683,,,,
521,05/21/23 10:40:00 PM,26.292,,,,
522,05/21/23 10:55:00 PM,26.488,,,,
523,05/21/23 11:10:00 PM,26.585,,,,
524,05/21/23 11:25:00 PM,26.292,,,,
525,05/21/23 11:40:00 PM,26.585,,,,
526,05/21/23 11:55:00 PM,26.292,,,,
527,05/22/23 12:10:00 AM,26.195,,,,
528,05/22/23 12:25:00 AM,26.292,,,,
529,05/22/23 12:40:00 AM,25.805,,,,
530,05/22/23 12:55:00 AM,26.195,,,,
531,05/22/23 01:10:00 AM,26.097,,,,
532,05/22/23 01:25:00 AM,25.902,,,,
533,05/22/23 01:40:00 AM,26.195,,,,
534,05/22/23 01:55:00 AM,25.902,,,,
535,05/22/23 02:10:00 AM,26.000,,,,
536,05/22/23 02:25:00 AM,26.000,,,,
537,05/22/23 02:40:00 AM,25.708,,,,
538,05/22/23 02:55:00 AM,25.902,,,,
539,05/22/23 03:10:00 AM,26.000,,,,
540,05/22/23 03:25:00 AM,25.610,,,,
541,05/22/23 03:40:00 AM,26.000,,,,
542,05/22/23 03:55:00 AM,25.805,,,,
543,05/22/23 04:10:00 AM,25.610,,,,
544,05/22/23 04:25:00 AM,25.902,,,,
545,05/22/23 04:40:00 AM,25.708,,,,
546,05/22/23 04:55:00 AM,25.610,,,,
547,05/22/23 05:10:00 AM,25.902,,,,
548,05/22/23 05:25:00 AM,25.610,,,,
